borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes
QN,72,1106,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,551,0,551,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721106,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,596,1505,401,69,1000,30,22,11102,E262,114,300,4,3C,26-33 28TH STREET,,,,,,,,,,,,R1,02,0,X,,,871,0,871,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4005961505,,0069,1006019,219774,40.7698783888813,-73.9214087590544,,,402 016,40403,,,,2,20v2,01,41,,,,,,,,,,,,,
BK,1023,1402,,,,,,,,,,,,404 11TH STREET,,,,,,,,,,,,R1,02,0,X,,,3915,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3010231402,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2792,1007,301,503,2002,14,34,11206,E216,90,700,3,5A,66 MAUJER ST,,,,,,,,,,,,R1,02,0,X,,,4896,0,630,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3027921007,,0503,998678,198060,40.7102938966739,-73.947958071695,,,303 038,30906,,,,2,20v2,01,30,,,,,,,,,,,,,
MN,1072,1274,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1164,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721274,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
BK,121,1021,302,15,1004,13,33,11201,L118,84,1100,3,1B,35 DUFFIELD STREET,,,,,,,,,,,,R4,03,0,X,,,7332,0,1259,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001211021,,0015,988746,193273,40.6971653282348,-73.9837860810604,,,302 033,30103,,,,2,20v2,02,36,,,,,,,,,,,,,
BK,1774,1002,303,253,3001,13,36,11216,L102,79,1800,3,1A,627 DEKALB AVENUE,,,,,,,,,,,,R4,03,0,X,,,657,0,657,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,5,5,0,0,0,0,0,0,,,,0,0,0,3,3017741002,,0253,997857,191279,40.6916829422739,-73.9509331261655,,,303 062,30609,,,,2,20v2,03,36,,,,,,,,,,,,,
QN,72,1041,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,466,0,466,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721041,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
MN,2006,1223,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,997,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061223,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
MN,2081,1405,109,233,2000,06,7,10031,L034,30,620,1,3A,558 W 150TH STREET,,,,,,,,,,,,R1,02,0,X,,,7466,0,775,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,2,0,0,0,0,0,0,,,,0,0,0,1,1020811405,,0233,998838,241306,40.8289926082597,-73.947287081878,,,111N056,10710,,,,2,20v2,09,17,,,,,,,,,,,,,
MN,2081,1408,109,233,2000,06,7,10031,L034,30,620,1,3A,558 W 150TH STREET,,,,,,,,,,,,R1,02,0,X,,,7466,0,782,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,2,0,0,0,0,0,0,,,,0,0,0,1,1020811408,,0233,998838,241306,40.8289926082597,-73.947287081878,,,111N056,10710,,,,2,20v2,09,17,,,,,,,,,,,,,
MN,1958,1102,110,215,2001,05,9,10030,E037,32,8520,1,3A,308 WEST 133RD STREET,,,,,,,,,,,,R4,03,0,X,,,48518,0,847,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1019581102,,0215,998588,236286,40.8152145401744,-73.948201169029,,,111S005,10706,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,620,1007,401,65.01,2002,30,22,11102,E262,114,400,4,4E,2503 32 STREET,,,,,,,,,,,,R4,03,0,X,,,706,0,706,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4006201007,,006501,1007087,219689,40.7696423915903,-73.9175533173964,,,402 037,40202,,,,2,20v2,01,41,,,,,,,,,,,,,
QN,620,1008,401,65.01,2002,30,22,11102,E262,114,400,4,4E,2503 32 STREET,,,,,,,,,,,,R4,03,0,X,,,443,0,443,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4006201008,,006501,1007087,219689,40.7696423915903,-73.9175533173964,,,402 037,40202,,,,2,20v2,01,41,,,,,,,,,,,,,
BK,161,1152,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,462,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611152,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
BK,161,1157,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,707,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611157,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
MN,1594,1017,110,186,2001,03,9,10026,E058,28,2400,1,1B,10 LENOX AVENUE,,,,,,,,,,,,R4,03,0,X,,,1233,0,1233,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1015941017,,0186,997613,230200,40.7985116815553,-73.9517356609256,,,107N061,10601,,,,2,20v2,10,11,,,,,,,,,,,,,
MN,2006,1120,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,623,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061120,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
MN,2006,1121,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,635,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061121,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
BK,161,1145,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,707,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611145,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
BK,161,1147,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,665,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611147,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
BK,161,1148,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,783,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611148,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
BK,161,1150,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,1231,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611150,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
QN,29,1405,402,7,3009,30,26,11101,L115,108,720,4,3B,5-28 47TH AVE,,,,,,,,,,,,R1,02,0,X,,,5070,0,1048,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000291405,,0007,996840,210899,40.7455366221444,-73.9545637322964,,,401 015,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,1179,1021,308,215,4000,13,35,11238,E280,77,2720,3,1B,856 WASHINGTON AVENUE,,,,,,,,,,,,R2,02,0,X,,,1128,0,1128,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011791021,,0215,994481,184291,40.6725070204213,-73.9631175981994,,,306 057,30408,,,,2,20v2,08,36,,,,,,,,,,,,,
QN,78,1138,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,1089,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781138,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
MN,1958,1101,110,215,2001,05,9,10030,E037,32,8520,1,3A,308 WEST 133RD STREET,,,,,,,,,,,,R5,05,0,X,,,48518,3061,0,3061,0,0,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1019581101,,0215,998588,236286,40.8152145401744,-73.948201169029,,,111S005,10706,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,72,1130,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,741,67,674,0,0,0,0,0,67,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721130,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1149,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,703,0,703,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721149,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,6230,1177,311,268,2003,20,44,11214,L168,62,8300,3,2E,7516 BAY PARKWAY,,,,,,,,,,,,RG,10,0,X,,,153,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3062301177,,0268,987576,160765,40.6079384787317,-73.9880214816232,,,312 073,31902,,,,2,20v2,11,31,,,,,,,,,,,,,
MN,1072,1296,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1226,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721296,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1182,1203,107,159,3003,03,6,10023,L035,20,3900,1,1B,346 W 71ST STREET,,,,,,,,,,,,R4,03,0,X,,,36505,0,2438,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1011821203,,0159,987924,223300,40.7795823739567,-73.9867340593897,,,106W013,10407,,,,2,20v2,07,15,,,,,,,,,,,,,
MN,1072,1224,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,647,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721224,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
BK,1122,1001,308,203,2000,13,35,11238,E219,77,2710,3,1B,16 UNDERHILL AVENUE,,,,,,,,,,,,R1,02,0,X,,,4823,0,2032,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011221001,,0203,993969,187254,40.680640363054,-73.9649590674682,,,306 051,30407,,,,2,20v2,08,36,,,,,,,,,,,,,
MN,1958,1105,110,215,2001,05,9,10030,E037,32,8520,1,3A,308 WEST 133RD STREET,,,,,,,,,,,,R4,03,0,X,,,48518,0,630,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1019581105,,0215,998588,236286,40.8152145401744,-73.948201169029,,,111S005,10706,,,,2,20v2,10,11,,,,,,,,,,,,,
MN,1958,1143,110,215,2001,05,9,10030,E037,32,8520,1,3A,308 WEST 133RD STREET,,,,,,,,,,,,R4,03,0,X,,,48518,0,672,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1019581143,,0215,998588,236286,40.8152145401744,-73.948201169029,,,111S005,10706,,,,2,20v2,10,11,,,,,,,,,,,,,
MN,2006,1189,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,647,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061189,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,4972,1475,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,705,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721475,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
BK,161,1060,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,641,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611060,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
BK,5658,1120,312,106,1000,20,38,11220,L114,66,6700,3,2C,856 52ND STREET,,,,,,,,,,,,R4,03,0,X,,,13634,0,490,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3056581120,,0106,983238,172071,40.6389716499583,-74.0036463915051,,,306A034,31707,,,,2,20v2,12,39,,,,,,,,,,,,,
QN,52,1265,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,RG,10,0,X,,,153,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,0,N,5,5,0,0,0,0,0,0,,,,0,0,0,4,4000521265,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,78,1148,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,404,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781148,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,78,1162,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,704,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781162,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,78,1168,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,1553,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781168,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,78,1198,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,RG,10,0,X,,,109320,80,0,0,0,80,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781198,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,405,1028,401,33,2005,30,26,11101,E258,114,710,4,6D,2705 41ST AVENUE,,,,,,,,,,,,R4,03,0,X,,,676,0,676,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004051028,,0033,1001446,213210,40.7518719765868,-73.9379351551876,,,401 075,40302,,,,2,20v2,01,41,,,,,,,,,,,,,
BK,1412,1302,309,333,1000,17,35,11213,E234,71,4900,3,1B,601 CROWN STREET,,,,,,,,,,,,R2,02,0,X,,,24800,0,770,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3014121302,,0333,1001360,181879,40.6658759979563,-73.9383251692648,,,307 059,30507,,,,2,20v2,09,32,,,,,,,,,,,,,
QN,4972,1399,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,721,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721399,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,4972,1400,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1081,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721400,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
BK,1774,1006,303,253,3001,13,36,11216,L102,79,1800,3,1A,627 DEKALB AVENUE,,,,,,,,,,,,R4,03,0,X,,,593,0,593,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,5,5,0,0,0,0,0,0,,,,0,0,0,3,3017741006,,0253,997857,191279,40.6916829422739,-73.9509331261655,,,303 062,30609,,,,2,20v2,03,36,,,,,,,,,,,,,
QN,4972,1435,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1076,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721435,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,4972,1436,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,613,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721436,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,4972,1441,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,705,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721441,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,72,1016,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,1497,0,1497,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721016,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
MN,1594,1022,110,186,2001,03,9,10026,E058,28,2400,1,1B,10 LENOX AVENUE,,,,,,,,,,,,R4,03,0,X,,,628,0,628,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1015941022,,0186,997613,230200,40.7985116815553,-73.9517356609256,,,107N061,10601,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,72,1022,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,703,0,703,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721022,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,5380,1801,312,478,3004,20,44,11204,L148,66,7000,3,4E,1673 43RD STREET,,,,,,,,,,,,R6,02,0,X,,,5982,0,1937,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3053801801,,0478,989789,170071,40.6334804017949,-73.9800437739314,,,310A009,31609,,,,2,20v2,12,35,,,,,,,,,,,,,
QN,72,1031,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,1059,0,1059,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721031,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1035,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,1034,0,1034,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721035,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1074,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,1240,76,1164,0,0,0,0,0,76,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721074,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,48,1008,402,7,3004,30,26,11101,L115,108,720,4,3B,46-20 11 STREET,,,,,,,,,,,,R4,03,0,X,,,844,0,844,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,3,5,0,0,0,0,0,0,,,,0,0,0,4,4000481008,,0007,997877,211067,40.7459962027938,-73.9508209455143,,,401 014,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1092,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,751,79,672,0,0,0,0,0,79,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721092,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,48,1015,402,7,3004,30,26,11101,L115,108,720,4,3B,46-20 11 STREET,,,,,,,,,,,,R4,03,0,X,,,689,0,689,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,3,5,0,0,0,0,0,0,,,,0,0,0,4,4000481015,,0007,997877,211067,40.7459962027938,-73.9508209455143,,,401 014,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,48,1018,402,7,3004,30,26,11101,L115,108,720,4,3B,46-20 11 STREET,,,,,,,,,,,,R4,03,0,X,,,747,0,747,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,3,5,0,0,0,0,0,0,,,,0,0,0,4,4000481018,,0007,997877,211067,40.7459962027938,-73.9508209455143,,,401 014,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1037,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,673,0,673,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721037,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,4972,1416,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,721,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721416,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
MN,2006,1209,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,833,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061209,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
