bbl,newbldgarea,oldbldgarea,difference
2057897501,35080,000041164,6084
3072607501,14324,000020405,6081
3056027501,10510,000016590,6080
3022417531,19381,000025452,6071
1012207502,21320,000027389,6069
1011437502,37511,000043578,6067
1017857501,8377,000014440,6063
3022357508,21540,000027600,6060
3069167504,11590,000017649,6059
1008197501,30675,000036729,6054
5046337501,19090,000025139,6049
4015367502,21410,000027450,6040
4050047502,19000,000025039,6039
1015057501,17206,000023232,6026
1001467505,18436,000024460,6024
1021347503,52213,000058230,6017
4044097502,20948,000026950,6002
3020457501,69013,000075000,5987
4033607501,610764,000616738,5974
3000527501,93232,000099201,5969
3080247501,19243,000025208,5965
3050837502,30248,000036212,5964
3074377503,19465,000025425,5960
4000457502,24427,000030385,5958
1007167504,23778,000029728,5950
3019277503,15770,000021713,5943
5054617501,14349,000020290,5941
1018287501,12507,000018448,5941
1020067501,15222,000021156,5934
4036137501,7700,000013627,5927
1010107505,126196,000132119,5923
1020907501,24968,000030886,5918
4012967501,24084,000029999,5915
3021337501,17607,000023520,5913
4083107502,139589,000145500,5911
1016617502,8587,000014491,5904
3008507502,17074,000022976,5902
3017627502,73260,000079149,5889
3032357502,15945,000021833,5888
3061187502,11278,000017160,5882
1007457503,76600,000082481,5881
1013907501,34202,000040067,5865
3027447502,11082,000016945,5863
3013147501,11822,000017680,5858
3027497502,11087,000016945,5858
4017767501,25345,000031200,5855
3071177502,318,000006169,5851
3022407509,20702,000026552,5850
1015577501,13650,000019500,5850
1013247501,15746,000021582,5836
3067847501,10964,000016800,5836
3010527501,48663,000054488,5825
1001467503,18314,000024130,5816
3019677503,24006,000029817,5811
3066047501,7945,000013749,5804
4033227501,30800,000036585,5785
1015407502,34322,000040106,5784
1003107503,21794,000027576,5782
4050247502,36473,000042254,5781
3016647501,8175,000013954,5779
1019607502,36188,000041964,5776
1002857501,75785,000081560,5775
2029847502,99455,000105225,5770
3019007514,16377,000022135,5758
3022637503,15174,000020931,5757
3067497501,14856,000020612,5756
3010937501,17525,000023280,5755
4006537502,12983,000018738,5755
3003477504,19871,000025623,5752
1004587501,7742,000013494,5752
1020947502,32830,000038578,5748
4097557501,390046,000395792,5746
4051857501,82865,000088600,5735
3012327501,13456,000019185,5729
3009457504,9111,000014835,5724
3009457503,9111,000014834,5723
4096687501,14381,000020100,5719
4000627501,136232,000141949,5717
4004387501,66735,000072449,5714
3056707501,5653,000011360,5707
4044147501,24930,000030634,5704
4022247502,137386,000143081,5695
1002307507,22716,000028408,5692
3055587501,18021,000023696,5675
1002847503,45000,000050673,5673
1006387501,17586,000023256,5670
4001997501,36330,000042000,5670
3009557503,3858,000009500,5642
1015107502,13298,000018935,5637
1007467507,26815,000032450,5635
1001747502,20094,000025724,5630
1018837502,67313,000072943,5630
4013127501,8476,000014100,5624
3002787501,15591,000021210,5619
3058687503,13589,000019193,5604
1005457501,77249,000082844,5595
3012197501,8087,000013680,5593
4051227501,18358,000023951,5593
1012287502,22183,000027772,5589
1012537501,27318,000032905,5587
3068027501,17896,000023479,5583
1011157502,312870,000318448,5578
3088007501,8489,000014063,5574
3057037502,14776,000020348,5572
1015137503,30618,000036173,5555
4063007501,15771,000021303,5532
1018707501,54250,000059780,5530
4050247505,8484,000014010,5526
1002987503,18428,000023950,5522
1013497503,82697,000088206,5509
3022647507,33091,000038600,5509
3067817502,9032,000014531,5499
1004237501,14793,000020289,5496
3010987509,51023,000056518,5495
3055907503,12675,000018164,5489
3020737501,17262,000022750,5488
4014527501,43908,000049392,5484
2054177503,39110,000044587,5477
3020167501,50456,000055922,5466
3028277503,11353,000016819,5466
3066007501,21030,000026494,5464
3008267501,10166,000015625,5459
3023137502,28788,000034239,5451
1002197503,10951,000016400,5449
3061157501,7288,000012736,5448
3019747501,67155,000072598,5443
1019087502,35483,000040921,5438
3063367501,8215,000013650,5435
1006377502,54774,000060200,5426
3066267502,10534,000015960,5426
1004757505,69337,000074761,5424
3019287501,20440,000025855,5415
4162347502,30723,000036132,5409
3067827505,32066,000037475,5409
3027447503,23934,000029342,5408
1017367501,170694,000176100,5406
3006377501,45567,000050960,5393
3067677502,17545,000022935,5390
3022417529,22562,000027950,5388
1005077501,19170,000024556,5386
4017857503,11437,000016814,5377
3016587501,6206,000011582,5376
4012167501,19021,000024391,5370
3066057501,9212,000014577,5365
1011187502,55339,000060702,5363
1014937503,24469,000029821,5352
1002327501,15802,000021143,5341
3019007509,15640,000020977,5337
3067397501,19548,000024878,5330
4053747502,23217,000028546,5329
1008397501,608800,000614127,5327
3052567502,21288,000026610,5322
4051047502,31582,000036901,5319
2023157501,20085,000025386,5301
1010117504,38159,000043458,5299
4006167503,12161,000017449,5288
1007697504,18843,000024124,5281
1014007501,209853,000215128,5275
3056097502,8327,000013600,5273
1006957505,18732,000024000,5268
1001727502,23233,000028500,5267
1003097502,9682,000014938,5256
1010677501,105165,000110419,5254
3050427501,18582,000023830,5248
4008427501,37904,000043142,5238
4021867501,20821,000026054,5233
3009987501,7722,000012950,5228
4017857504,28632,000033858,5226
1006297505,12592,000017790,5198
2032567501,14413,000019603,5190
3022347504,9853,000015036,5183
3019147504,16983,000022160,5177
1010747502,70931,000076103,5172
1004217502,24851,000030023,5172
3022407516,23559,000028727,5168
3014267501,27834,000033000,5166
3055987509,8704,000013862,5158
1008507507,16903,000022059,5156
3026297501,52088,000057238,5150
4035247501,20485,000025633,5148
3018857503,24676,000029824,5148
1008747504,14410,000019557,5147
1016767505,8777,000013912,5135
3082957501,10663,000015795,5132
3056657501,6094,000011218,5124
3086647502,22427,000027547,5120
1001067503,15250,000020363,5113
1014697502,28375,000033480,5105
3006817501,10914,000016012,5098
2059067501,26587,000031675,5088
1016007501,432137,000437224,5087
1015017502,42280,000047364,5084
1003977501,14960,000020038,5078
3019707502,13315,000018368,5053
1002177502,32623,000037672,5049
5024507512,111394,000116440,5046
3024467501,18765,000023810,5045
3000447501,7914,000012957,5043
4017017501,13193,000018233,5040
1014937502,15076,000020111,5035
3011807501,7620,000012650,5030
1007747501,623668,000628697,5029
3057757501,15836,000020856,5020
5000737501,23929,000028937,5008
3011047504,29315,000034317,5002
3000867501,51026,000056026,5000
3017157510,31968,000036964,4996
5033187501,33438,000038424,4986
4008817501,39112,000044090,4978
3009197503,7464,000012440,4976
3023647501,18623,000023599,4976
3086637504,765,5740,4975
3022647513,40033,000045000,4967
3006317502,19870,000024819,4949
4006497501,14235,000019182,4947
4050137501,21659,000026600,4941
3053667501,28288,000033225,4937
3053477501,28288,000033225,4937
3062697501,14039,000018969,4930
4012997501,8523,000013448,4925
4020057504,612,000005535,4923
1007937507,94263,000099176,4913
1010557501,23787,000028692,4905
4034937501,10296,000015196,4900
1002357501,28598,000033496,4898
3021477501,24546,000029440,4894
4005777501,94725,000099600,4875
1005627503,29278,000034146,4868
1006467503,73409,000078265,4856
1013257504,15538,000020394,4856
1012337504,18946,000023799,4853
3022307505,27556,000032400,4844
3022127502,2894,000007737,4843
1009057501,8704,000013542,4838
2056417501,61008,000065844,4836
1002377502,7167,000011988,4821
3001797504,11923,000016741,4818
3023837501,23622,000028440,4818
4013057501,56799,000061614,4815
3032907501,14812,000019620,4808
3018837506,7596,000012400,4804
1004847501,36700,000041500,4800
3001767501,138497,000143297,4800
3087267501,50731,000055530,4799
3066257501,24543,000029339,4796
4049577501,17088,000021884,4796
4042597501,14961,000019756,4795
1012617502,76008,000080792,4784
4051927505,8550,000013333,4783
3019137508,5152,000009930,4778
3011047505,8784,000013550,4766
1005877501,14563,000019320,4757
3053287501,35164,000039920,4756
3022247506,28677,000033430,4753
3074687501,22094,000026838,4744
3063767501,12998,000017733,4735
4000337501,17762,000022478,4716
1008197503,73288,000078000,4712
1013257501,29104,000033810,4706
1003847501,4100,000008800,4700
3058217501,23082,000027770,4688
3061347502,13042,000017729,4687
3086657502,26852,000031533,4681
5078607502,45577,000050248,4671
2056067504,60406,000065068,4662
4125727501,16180,000020830,4650
1002017501,32989,000037637,4648
4114257501,36456,000041101,4645
3047987501,16776,000021420,4644
1004137502,7930,000012570,4640
3056007503,4062,000008700,4638
4017757501,14914,000019550,4636
1018437501,33619,000038255,4636
1001897503,11565,000016200,4635
1008227504,41025,000045659,4634
3061337501,30889,000035522,4633
1007667501,15090,000019718,4628
3008727501,9045,000013672,4627
3063837502,17373,000022000,4627
3022637502,15527,000020148,4621
1011997502,30783,000035400,4617
1005297509,21808,000026413,4605
3062417502,35423,000040023,4600
1004347504,8783,000013382,4599
3018997509,20644,000025236,4592
3008957503,19145,000023735,4590
4063777501,15024,000019609,4585
3024157502,26946,000031525,4579
3065797503,21802,000026374,4572
3072997502,26199,000030767,4568
3003847504,9661,000014210,4549
3086697502,12525,000017061,4536
4005517501,39841,000044377,4536
3047937502,30160,000034684,4524
1006417502,30088,000034600,4512
3023537501,31313,000035823,4510
3019667503,20857,000025363,4506
4050627501,20202,000024705,4503
3011727501,11174,000015675,4501
1001067504,35703,000040203,4500
4133087501,8952,000013440,4488
3069157501,11244,000015719,4475
3055977501,17896,000022370,4474
1005457504,15923,000020395,4472
4098087501,32490,000036960,4470
3088157502,44245,000048709,4464
3022237506,4537,000009000,4463
3008427501,9657,000014120,4463
3001847503,13914,000018367,4453
3016697501,8547,000013000,4453
3021337502,20661,000025109,4448
2059047501,15834,000020280,4446
3027137501,15477,000019916,4439
1002207505,14357,000018788,4431
3052817501,9686,000014109,4423
3002657502,16180,000020601,4421
3020997502,5066,000009486,4420
1003507502,9014,000013431,4417
3003197502,38820,000043236,4416
4050397508,9680,000014092,4412
3054007501,45120,000049525,4405
1015767501,87395,000091800,4405
3027147502,30261,000034660,4399
3010477501,5606,000010000,4394
3007577504,7911,000012303,4392
1012307501,161929,000166319,4390
1012677502,60340,000064727,4387
1012747503,324293,000328679,4386
1001897506,24144,000028525,4381
3058757501,14323,000018700,4377
1016777503,28916,000033280,4364
4001827501,5436,000009800,4364
2026077501,5387,000009750,4363
3076387503,19805,000024167,4362
1018287502,19340,000023700,4360
1001877503,27866,000032223,4357
1013097501,17524,000021880,4356
4014927501,21407,000025763,4356
4097147501,13193,000017547,4354
3027407501,9325,000013677,4352
4058937502,152745,000157095,4350
3074047501,15180,000019530,4350
3022497502,92796,000097144,4348
3068017501,15609,000019956,4347
4027737501,26312,000030652,4340
1010437503,52600,000056935,4335
1004087502,8744,000013078,4334
1006377508,44289,000048620,4331
3021477502,22694,000027024,4330
2027247501,11551,15880,4329
3013497502,40470,000044798,4328
1010437501,59701,000064020,4319
3030447505,5754,000010067,4313
1001947508,24813,000029124,4311
3002077502,57790,000062096,4306
3012267501,13530,000017827,4297
3063157501,2968,000007260,4292
3024197501,25797,000030086,4289
3080397501,21122,000025400,4278
1005007501,23395,000027672,4277
1008507504,13571,000017840,4269
1020117501,9732,000014000,4268
1011667501,94525,000098788,4263
3003307504,17038,000021295,4257
3018977509,1824,000006080,4256
1020937501,29440,000033696,4256
3060817501,21721,000025977,4256
3021687503,10076,000014328,4252
3021297506,13395,000017639,4244
1018497502,14594,000018829,4235
1003777502,20885,000025115,4230
3066627501,15270,000019495,4225
3011057501,9341,000013560,4219
3018857504,15044,000019258,4214
4015277504,10233,000014446,4213
3067577502,11858,000016070,4212
3053397502,12834,000017031,4197
1004607501,8706,000012900,4194
3086657503,9457,000013651,4194
3072167501,15320,000019502,4182
1006297502,39080,000043254,4174
3003587503,11509,000015678,4169
3056707502,10992,000015160,4168
3011477503,7210,000011375,4165
1015267503,9868,000014032,4164
1017887501,19829,000023990,4161
1000297501,61238,000065396,4158
1010437502,59862,000064020,4158
4050397505,12582,000016737,4155
1001247501,7022,000011175,4153
5002307501,26045,000030190,4145
1004987502,46375,000050518,4143
3013127501,23238,000027380,4142
1003727501,7280,000011421,4141
3056237505,15366,000019500,4134
3009667501,32549,000036669,4120
1008947502,162786,000166905,4119
3022237503,12838,000016950,4112
3018987502,8811,000012921,4110
1004997507,11020,000015128,4108
3030497501,13397,000017495,4098
3074337504,10886,000014982,4096
3003897501,28398,000032490,4092
1019147503,59987,000064066,4079
1004757511,18205,000022279,4074
2046647501,15153,000019225,4072
3019147506,14865,000018933,4068
3022407507,22189,000026256,4067
1003457501,35581,000039643,4062
3060347501,7939,000012000,4061
3019287503,10494,000014553,4059
1005597502,11703,000015760,4057
1004407502,26408,000030462,4054
2029317501,14247,000018300,4053
1010437504,8793,000012840,4047
4051927501,12398,000016442,4044
1011497501,12494,000016533,4039
3009447504,4797,000008835,4038
3022007501,18930,000022960,4030
1005317502,17820,000021850,4030
2025827502,205870,000209899,4029
1001797506,77625,000081650,4025
3015937501,11576,000015600,4024
3067617501,13450,000017467,4017
3056917502,6232,000010247,4015
1014467503,29124,000033133,4009
4030557502,49528,000053536,4008
2022967501,3900,000007900,4000
4028137501,22339,000026337,3998
3011457503,17565,000021562,3997
1005377502,17484,000021476,3992
1002837502,21376,000025366,3990
3055607501,10811,000014800,3989
1008237501,8100,000012073,3973
1008217505,20255,000024225,3970
3028577507,187,4153,3966
1001067501,9655,000013621,3966
3022457501,8532,000012495,3963
3010587502,10035,000013994,3959
1005037501,10805,000014760,3955
1016297501,7580,000011535,3955
3022367503,6027,000009980,3953
3021297507,40403,000044348,3945
3056177501,5667,000009600,3933
1002777503,9460,000013392,3932
3021297501,32974,000036904,3930
3022407508,14839,000018769,3930
1005627501,14438,000018367,3929
3030237504,10718,000014645,3927
1005297501,90357,000094279,3922
2032067501,91712,000095628,3916
4050247504,24463,000028378,3915
3057037506,431,4342,3911
3057037507,431,4342,3911
1017957501,12226,000016136,3910
1002367502,29762,000033671,3909
1004257502,61963,000065869,3906
3011247503,10378,000014284,3906
2031257501,10765,000014664,3899
3056047502,6663,000010560,3897
3056287507,4244,000008140,3896
3007937505,10754,000014638,3884
1004057501,7369,000011250,3881
3009237501,12582,000016460,3878
4049947503,12264,000016140,3876
1007937504,10077,000013953,3876
3004687502,12555,000016428,3873
1002777501,57578,000061451,3873
3019007503,15912,000019783,3871
3061207501,15777,000019647,3870
4030527501,6871,000010734,3863
3009287503,17970,000021829,3859
2022967502,2571,6429,3858
1005757502,30263,000034118,3855
3022457503,15721,000019575,3854
3060717501,8750,000012600,3850
3086727501,15866,000019706,3840
3067817501,13884,000017724,3840
3028937501,18579,000022417,3838
1004417502,26854,000030692,3838
4008077501,30704,000034541,3837
3018027502,8061,000011897,3836
3052707501,14769,000018600,3831
4053587502,6670,000010500,3830
1007967501,35192,000039021,3829
3064027501,11061,000014888,3827
1004387501,8323,000012148,3825
1019167501,6355,000010172,3817
1017537504,10070,000013879,3809
3056457501,9190,000012997,3807
1019427502,38386,000042192,3806
3024177502,11892,000015696,3804
3087637502,9500,000013302,3802
1005707502,40407,000044207,3800
1010257502,431567,000435366,3799
3009247501,12887,000016685,3798
3054007502,30803,000034600,3797
3072607505,4578,000008373,3795
1004067501,13839,000017628,3789
3021737501,21918,000025704,3786
1018467502,17573,000021358,3785
2023077501,4810,000008594,3784
4050117503,8052,000011835,3783
3026517501,6294,000010076,3782
1008207503,43481,000047260,3779
3018837504,10091,000013865,3774
3004217501,29427,000033198,3771
4050627502,12672,000016435,3763
3019807502,7599,000011356,3757
1006127501,20485,000024240,3755
1022487501,7195,000010950,3755
1006207502,19844,000023598,3754
1004257501,40450,000044203,3753
1008687503,209528,000213279,3751
3061357501,56651,000060397,3746
3022217502,12593,000016338,3745
3063777501,6432,000010177,3745
1017247501,29855,000033600,3745
1003967501,16810,000020553,3743
3063317501,3744,000007485,3741
4044107501,18990,000022728,3738
3027777502,35295,000039019,3724
3026887502,12084,000015806,3722
4015327501,16049,000019769,3720
4005697501,7385,000011100,3715
3027827501,21514,000025216,3702
1005457502,52538,000056237,3699
3009647501,14476,000018175,3699
3009247502,12267,000015965,3698
1014177501,9968,000013659,3691
3002587502,8730,000012420,3690
1017257502,12423,000016112,3689
4017127501,12632,000016318,3686
1015057503,23591,000027276,3685
3074697502,5976,000009648,3672
1004277503,13065,000016736,3671
3016537501,7210,000010876,3666
1008757502,8594,000012260,3666
1012597501,143479,000147145,3666
1000077501,44097,000047754,3657
4053907501,15352,000019006,3654
1006247501,11048,000014700,3652
5029077501,8780,000012432,3652
4000427501,34131,000037765,3634
1008467502,48771,000052396,3625
1001777501,29476,000033094,3618
1001377503,26445,000030062,3617
3087967501,5789,000009404,3615
2045747501,4523,000008138,3615
3082817501,7238,000010852,3614
3067617503,11804,000015415,3611
3010897502,9473,000013080,3607
1001717501,38352,000041955,3603
1006007501,579930,000583530,3600
1013257503,74713,000078303,3590
3074557502,4980,000008569,3589
3020977501,4525,000008112,3587
3018837503,7780,000011367,3587
3025237503,10410,000013990,3580
3025127502,6270,000009847,3577
3019137501,8608,000012181,3573
3024087502,11427,000015000,3573
1016807501,63249,000066822,3573
3022407511,24081,000027648,3567
1006087501,183323,000186887,3564
3002757501,5462,000009025,3563
3018897501,12137,000015698,3561
4083107501,179166,000182725,3559
3021527501,20414,000023973,3559
3022377511,18905,000022462,3557
3069107501,23394,000026949,3555
3057507501,31082,000034637,3555
1001457507,10618,000014171,3553
3009327506,4270,000007823,3553
3017347506,30048,000033600,3552
3071747501,8111,000011663,3552
5016517501,278641,000282190,3549
1014507501,94402,000097947,3545
3021137501,9124,000012669,3545
1007927506,10783,000014327,3544
3060867504,5825,000009368,3543
2027067501,6302,000009840,3538
3022367501,5967,000009500,3533
1004597501,16493,000020025,3532
3009607502,7270,000010800,3530
4050507503,22772,000026300,3528
4050107503,7130,000010656,3526
3020107501,9980,000013500,3520
3023197501,75555,000079075,3520
3065987502,9838,000013348,3510
1004787501,77139,000080649,3510
3007937501,9430,000012939,3509
3065567502,11475,000014981,3506
3021387502,7330,000010830,3500
1020667501,21554,000025050,3496
1004757509,26506,000030000,3494
1005717504,14631,000018122,3491
1019537502,6675,000010164,3489
3069047502,6978,000010467,3489
4015317501,22012,000025499,3487
3082007501,8609,000012096,3487
3018987503,13036,000016522,3486
3020147502,7892,000011375,3483
3015097501,50278,000053760,3482
3011307501,5719,000009200,3481
1005287502,12510,000015990,3480
3017347504,41348,000044828,3480
3069047501,11757,000015236,3479
3027497501,21961,000025438,3477
1012607501,13868,000017338,3470
3069137501,13780,000017246,3466
1000927501,163935,000167396,3461
3019307501,14041,000017500,3459
4032387502,5812,000009270,3458
3032347501,10127,000013583,3456
3011407503,8556,000012007,3451
1006987501,44792,000048242,3450
1001457502,16953,000020401,3448
4006167504,4795,000008235,3440
3013217501,12162,000015600,3438
3074557501,9631,000013069,3438
1004277502,11529,000014966,3437
1006377503,15474,000018911,3437
3021327505,8996,000012432,3436
1000647501,19995,000023429,3434
1010637501,27030,000030457,3427
3023497501,201043,000204466,3423
1004977503,23942,000027365,3423
4001347501,13261,000016681,3420
1008987502,26696,000030116,3420
3086767501,44422,000047840,3418
1000917501,28550,000031965,3415
1016307502,8774,000012184,3410
3057617501,11150,000014560,3410
3023937501,11771,000015180,3409
3019147505,25345,000028747,3402
2032367501,127954,000131355,3401
3021387503,7180,000010580,3400
1002207506,11110,000014506,3396
3002347502,12355,000015750,3395
1019037503,43399,000046788,3389
1018487504,5872,000009257,3385
1003847502,13262,000016645,3383
3025317502,4773,000008155,3382
1001797504,10422,000013800,3378
3051477501,22952,000026324,3372
3056777505,11174,000014545,3371
1013467501,61630,000065000,3370
3061377501,4735,000008100,3365
1014057502,9160,000012524,3364
3087717502,12538,000015896,3358
4032387501,7473,000010830,3357
3012707502,24260,000027608,3348
3055917505,4689,000008037,3348
3011077501,9040,000012386,3346
1008607503,17320,000020662,3342
3002587501,17917,000021259,3342
1002117501,16622,000019963,3341
3054407503,11154,000014495,3341
3025507501,7210,000010550,3340
4030297501,14447,000017784,3337
1001357506,9934,000013268,3334
1015217501,48066,000051399,3333
3023467501,6659,000009990,3331
2054887501,20029,000023358,3329
3022457502,14234,000017562,3328
3018837505,11912,000015238,3326
4019397502,10720,000014044,3324
3022647516,47197,000050517,3320
3004677501,6564,000009881,3317
4021867502,16365,000019680,3315
1001497503,41038,000044347,3309
5042297502,21261,000024568,3307
4005717501,79867,000083170,3303
1005027501,38499,000041799,3300
3064167502,14609,000017906,3297
3060997501,35309,000038601,3292
3011737502,12815,000016104,3289
1006187502,1187,000004475,3288
3068567501,12450,000015734,3284
1008487501,12080,000015362,3282
1019177501,15705,000018986,3281
3023207501,6720,000010000,3280
1014107504,52480,000055758,3278
3056857507,15805,000019080,3275
3023007501,18824,000022096,3272
3063777502,47385,000050653,3268
4068017504,12344,000015600,3256
3011047502,4949,000008200,3251
1004347505,7446,000010695,3249
4017607501,8584,000011832,3248
1001937508,33745,000036990,3245
3008497501,9491,000012730,3239
3067967501,9281,000012520,3239
3031607501,6156,000009395,3239
3062507501,15300,000018535,3235
3003477502,24621,000027856,3235
3021017504,6960,000010186,3226
1001337502,14835,000018059,3224
3022647501,3503,000006725,3222
3019137506,9406,000012624,3218
1011507501,4904,000008122,3218
1001477507,11083,000014300,3217
1017957502,8810,000012026,3216
3021317504,17826,000021034,3208
2033187502,83410,000086618,3208
3055917506,4830,000008037,3207
4019557501,21836,000025040,3204
3015057502,899,4101,3202
3009557501,4548,000007750,3202
3023047503,5251,000008450,3199
1016467501,21156,000024353,3197
3053747501,15914,000019110,3196
3083317501,32720,000035912,3192
3022987502,11863,000015054,3191
3019267504,8052,000011242,3190
1000787509,11514,000014704,3190
1020627501,8554,000011743,3189
3022407518,18328,000021510,3182
2048347501,9184,000012366,3182
3019697503,15667,000018849,3182
3002807502,18619,000021800,3181
3086627507,4140,000007319,3179
1020487502,6662,000009837,3175
1005777501,35310,000038484,3174
3018857501,24960,000028133,3173
5003527501,6338,000009507,3169
3022507501,35831,000039000,3169
2056047501,60253,000063416,3163
1009057503,6854,000010015,3161
1020957502,35929,000039090,3161
4030977501,11239,000014400,3161
1012007501,5097,000008248,3151
3075577501,12937,000016088,3151
1006107503,24637,000027787,3150
1020487501,6689,000009837,3148
3011737503,10238,000013385,3147
3056097503,12445,000015592,3147
1006997501,9720,000012864,3144
3088107506,12132,000015275,3143
3011597501,8374,000011515,3141
1010547502,24281,000027409,3128
4015427501,13692,000016816,3124
3021397503,18047,000021170,3123
3002547502,4761,000007884,3123
5020857501,77068,000080190,3122
1011637502,44713,000047833,3120
3008977503,9433,000012551,3118
1005587504,10936,000014053,3117
3064467503,10699,000013814,3115
1018417501,17562,000020670,3108
4090647501,10123,000013230,3107
4044107502,7691,000010795,3104
3055727501,6561,000009664,3103
1017807501,176514,000179616,3102
3023237501,5449,000008550,3101
3057657501,17260,000020360,3100
3065567501,8901,000012000,3099
3012687501,10973,000014072,3099
4017687502,13502,000016600,3098
3022317506,3325,000006420,3095
3056157506,18872,000021966,3094
3011127503,11375,000014467,3092
1008477501,76406,000079498,3092
1001337509,9737,000012829,3092
1015447502,9528,000012618,3090
1004137501,7954,000011040,3086
1002777502,31015,000034098,3083
3050467501,7971,11054,3083
3009637503,7852,000010934,3082
1012367503,9001,000012079,3078
3021397502,11454,000014528,3074
1004117503,15276,000018349,3073
1002207502,98488,000101560,3072
3006937501,13245,000016316,3071
3016167501,5765,000008835,3070
3067657502,8036,000011106,3070
3011537502,7733,000010802,3069
3087727502,24935,000028000,3065
4049527501,17903,000020965,3062
1000117501,9132,000012192,3060
1014247504,13403,000016462,3059
1002737501,18240,000021297,3057
1015297501,9299,000012351,3052
4033217502,31012,000034063,3051
4049597501,36155,000039206,3051
3047967501,18351,000021400,3049
3010957502,3564,000006610,3046
1019537501,6965,000010010,3045
1005297504,47345,000050388,3043
3027607501,5811,000008853,3042
1007687501,48676,000051717,3041
4028587501,19273,000022312,3039
4021667501,12943,000015980,3037
1004857504,16187,000019222,3035
1005767504,29164,000032198,3034
3022647503,3503,000006535,3032
3007937502,4761,000007788,3027
1007687505,10589,000013614,3025
4051027502,19300,000022325,3025
1015137502,89455,000092479,3024
1003947505,9858,000012881,3023
3027197502,8532,000011553,3021
4004157503,10516,000013537,3021
3056867503,16083,000019103,3020
3084937501,2592,000005610,3018
4050157501,10984,000013997,3013
3009347507,7767,000010777,3010
3017347505,17311,000020316,3005
3023467502,33511,000036515,3004
3088247501,7657,000010660,3003
3001567501,86013,000089013,3000
4031717502,31959,000034959,3000
3008327502,5037,000008036,2999
3088107507,9138,000012136,2998
3054977502,5356,000008352,2996
1020657501,8630,000011624,2994
1004417501,31711,000034703,2992
1004707501,18452,000021442,2990
1007677503,71206,000074195,2989
3019137503,9639,000012624,2985
3010907504,3066,000006050,2984
1001897505,7215,000010198,2983
3031507502,6059,000009040,2981
1014327501,20294,000023275,2981
3086717501,5988,000008966,2978
3067577503,10085,000013060,2975
3086627505,4897,000007868,2971
3019147508,12696,000015659,2963
1017257501,7188,000010150,2962
1008227505,18063,000021024,2961
4024767502,11266,000014224,2958
3001947502,7819,000010776,2957
1001807502,22544,000025500,2956
3019127501,3883,000006834,2951
3056007502,23887,000026836,2949
1002197502,34839,000037785,2946
3019147503,10408,000013350,2942
3008997502,6061,000009000,2939
3010587501,8794,000011732,2938
3023047502,5531,000008469,2938
1021107501,9952,000012885,2933
4050427501,105763,000108695,2932
3019137507,19760,000022688,2928
3021537504,14158,000017071,2913
3022357510,21570,000024481,2911
1016307501,19391,000022300,2909
1003907501,13141,000016046,2905
3066237501,8106,000011008,2902
3011547501,20735,000023636,2901
3021867502,22765,000025651,2886
3067667502,25705,000028590,2885
3018987504,12012,000014893,2881
1020337501,98581,000101460,2879
3019277501,76532,000079409,2877
3001817501,7358,000010232,2874
3025517501,10616,000013486,2870
1008877501,11132,000014000,2868
1015277503,10027,000012895,2868
1009037503,8014,000010879,2865
1011527502,72771,000075632,2861
3086657501,6300,000009160,2860
3061377502,17930,000020790,2860
1004447501,14367,000017225,2858
1004077502,23228,000026084,2856
3008767502,14197,000017052,2855
3022517504,20004,000022858,2854
3011477502,7880,000010733,2853
3019527502,5880,000008730,2850
3018977508,23975,000026824,2849
3019527503,5890,000008730,2840
1004087503,7026,000009866,2840
4004387502,40731,000043568,2837
3074587502,8943,000011778,2835
3021367502,15408,000018241,2833
1001347501,267438,000270269,2831
1017267502,17534,000020365,2831
1004067502,8265,000011095,2830
3023267501,33544,000036372,2828
4036377501,61880,000064706,2826
1007387502,38329,000041153,2824
3057537502,9013,000011836,2823
3024887502,4177,000007000,2823
3060867501,14774,000017596,2822
1007647502,20982,000023800,2818
3009347509,8037,000010855,2818
1007697508,27645,000030463,2818
3000417501,22447,000025260,2813
1019407502,9077,000011890,2813
1020607502,12426,000015238,2812
1007467505,18332,000021143,2811
3052587502,19271,000022079,2808
3022197502,9884,000012689,2805
1006367502,9048,000011852,2804
3009527505,12142,000014946,2804
3054587502,18736,000021540,2804
3019967503,8789,000011593,2804
3009827503,14300,000017100,2800
3012337501,6573,000009370,2797
3022997502,57164,000059961,2797
1003907503,6245,000009040,2795
1006147501,4650,000007440,2790
1004947504,30401,000033190,2789
1008807503,28621,000031410,2789
3010727503,18581,000021368,2787
1005867502,9274,000012060,2786
3019287502,6664,000009450,2786
3022447501,197849,000200632,2783
3007247501,27125,000029907,2782
3027587504,6895,000009671,2776
3067647501,14647,000017422,2775
3019007513,16191,000018965,2774
3030237503,8075,000010849,2774
1014947501,8995,000011767,2772
3022177502,3831,000006600,2769
3064017501,14708,000017472,2764
1002307504,21177,000023938,2761
1013937501,15452,000018213,2761
1014117502,92704,000095463,2759
1002037501,12388,000015146,2758
3066517501,14369,000017125,2756
1001947506,11601,000014357,2756
4015107501,7858,000010611,2753
3012237501,12188,000014940,2752
1011437505,48248,000051000,2752
3011307503,8079,000010830,2751
3010967503,5375,000008125,2750
4067997503,28902,000031652,2750
1019297502,8778,000011527,2749
1018477502,9755,000012499,2744
3019137511,8008,000010750,2742
3074147501,11360,000014100,2740
