bbl,numbldgs,numfootprints,difference
2030340047,1,2,-1
2034290309,0,1,-1
2039430207,0,1,-1
2030360031,0,1,-1
2030370033,0,1,-1
2034300068,0,1,-1
2034300100,0,1,-1
2030380187,0,1,-1
2030410018,1,2,-1
2030410045,0,1,-1
2030430057,0,1,-1
2030440094,0,1,-1
2041380001,0,1,-1
2030450049,0,1,-1
2030460030,0,1,-1
2030470063,0,1,-1
2030500030,0,1,-1
2034320150,0,1,-1
2030530071,0,1,-1
2030530085,0,1,-1
2023700039,0,1,-1
2034420133,0,1,-1
2040520065,2,3,-1
2030640020,0,1,-1
2034460046,0,1,-1
2039630071,0,1,-1
2034470047,0,1,-1
2024020004,0,1,-1
2024010004,0,1,-1
2030680069,0,1,-1
2030680095,0,1,-1
2040530032,2,3,-1
2030770039,0,1,-1
2043910016,2,3,-1
2030790074,0,1,-1
2040530047,0,1,-1
2040530048,0,1,-1
2040540002,0,1,-1
2042660041,1,2,-1
2040540053,0,1,-1
2039680015,1,2,-1
2030890066,0,1,-1
2041410011,0,1,-1
2034570057,0,1,-1
2043010005,0,1,-1
2034580007,1,2,-1
2030950051,0,1,-1
2030950054,0,1,-1
2030960050,0,1,-1
2041420112,0,1,-1
2030970032,0,1,-1
2034630001,0,1,-1
2024430072,0,2,-2
2027630343,0,2,-2
2028650122,0,2,-2
2025990200,0,2,-2
2026000096,0,2,-2
2027650250,0,2,-2
2033990001,0,2,-2
2028050049,0,2,-2
2030060017,0,2,-2
2030060049,0,2,-2
2030880039,0,2,-2
2035420001,0,2,-2
2040180002,0,2,-2
2028100007,0,2,-2
2028100010,0,2,-2
2031430155,0,2,-2
2041400011,0,2,-2
2029240007,1,3,-2
2032370119,0,2,-2
2036230001,2,4,-2
2032100001,0,2,-2
2025260053,1,3,-2
2040080003,0,2,-2
2031100088,0,2,-2
2023710046,0,2,-2
2042410023,0,2,-2
2027360283,0,2,-2
2027770150,0,2,-2
2026640026,0,2,-2
2031270023,0,2,-2
2029910061,0,2,-2
2025430020,0,2,-2
2030350026,0,2,-2
2041390014,0,2,-2
2032450012,0,2,-2
2026880165,0,2,-2
2032470002,1,3,-2
2027860014,1,3,-2
2027610236,0,2,-2
2023530020,0,2,-2
2043140036,0,2,-2
2023880069,0,2,-2
2037640040,0,3,-3
2030660003,0,3,-3
2025260052,0,3,-3
2034360171,0,3,-3
2028350012,0,3,-3
2032510450,0,3,-3
2026040074,0,3,-3
2027880001,4,7,-3
2027450003,0,3,-3
2038440125,0,3,-3
2036480019,0,3,-3
2025830002,0,3,-3
2023090001,1,4,-3
2027650022,0,3,-3
2025460011,0,3,-3
2023380003,1,5,-4
2041340014,0,4,-4
2025640047,1,5,-4
2034560002,0,5,-5
2034480001,0,5,-5
2025390506,0,5,-5
2041460001,0,6,-6
2022600062,0,7,-7
2038380260,0,8,-8
2027800074,1,10,-9
2040110001,0,10,-10
2032510101,0,14,-14
2039377501,1,29,-28
2039387501,1,39,-38
2039437501,1,45,-44
2031200020,41,143,-102
