bbl,lotarea,lotareaprev,lotarea18v21,lotfront,lotfrontprev,lotfront18v21,lotdepth,lotdepthprev,lotdepth18v21,bldgfront,bldgfrontprev,bldgfront18v21,bldgdepth,bldgdepthprev,bldgdepth18v21,builtfar
1002827501,3284,3284,3284,24.9400000000,0.00,24.9400000000,131.520000000,0.00,131.520000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,6.77
1002837501,1653,1653,1653,0.0300000000000,0.00,0.0300000000000,0.00000000000,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.80
1002837502,4670,4670,4670,75.3300000000,0.00,75.3300000000,61.7500000000,0.00,61.7500000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.58
1002837503,4695,4695,4695,50.0000000000,0.00,50.0000000000,125.250000000,0.00,125.250000000,50.0000000000,0.00,50.0000000000,56.6500000000,0.00,56.6500000000,5.93
1002847501,4942,4942,4942,66.0000000000,0.00,66.0000000000,75.0000000000,0.00,75.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.71
1002847502,6540,6540,6540,87.0000000000,0.00,87.0000000000,75.0000000000,0.00,75.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.93
1002847503,5217,5217,5217,52.1700000000,0.00,52.1700000000,100.000000000,0.00,100.000000000,52.1700000000,0.00,52.1700000000,100.000000000,0.00,100.000000000,8.63
1002857501,12716,12716,12716,145.330000000,0.00,145.330000000,87.5000000000,0.00,87.5000000000,145.500000000,0.00,145.500000000,87.5000000000,0.00,87.5000000000,5.96
1002927501,2173,2173,2173,92.7600000000,0.00,92.7600000000,69.2000000000,0.00,69.2000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.02
1002937501,2188,2188,2188,25.0800000000,0.00,25.0800000000,87.5000000000,0.00,87.5000000000,25.0000000000,0.00,25.0000000000,88.0000000000,0.00,88.0000000000,5.29
1002947501,1787,1787,1787,24.5000000000,0.00,24.5000000000,85.3300000000,0.00,85.3300000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.85
1002947502,5208,5208,5208,61.7500000000,0.00,61.7500000000,74.0000000000,0.00,74.0000000000,62.0000000000,0.00,62.0000000000,74.0000000000,0.00,74.0000000000,5.28
1002977501,2192,2192,2192,25.1700000000,0.00,25.1700000000,87.5000000000,0.00,87.5000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.23
1002977502,10820,10820,10820,62.6900000000,0.00,62.6900000000,76.4000000000,0.00,76.4000000000,62.0000000000,0.00,62.0000000000,76.0000000000,0.00,76.0000000000,2.46
1002977503,5250,5250,5250,60.0000000000,0.00,60.0000000000,87.5000000000,0.00,87.5000000000,60.0000000000,0.00,60.0000000000,80.0000000000,0.00,80.0000000000,5.98
1002987501,6769,6769,6769,45.2500000000,0.00,45.2500000000,99.8300000000,0.00,99.8300000000,0.00000000000,0.00,0.00000000000,89.4000000000,0.00,89.4000000000,3.71
1002987502,2233,2233,2233,25.0000000000,0.00,25.0000000000,89.3300000000,0.00,89.3300000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.20
1002987503,3342,3342,3342,38.1200000000,0.00,38.1200000000,87.8100000000,0.00,87.8100000000,38.0000000000,0.00,38.0000000000,87.3300000000,0.00,87.3300000000,5.51
1002987504,2233,2233,2233,25.0000000000,0.00,25.0000000000,89.3300000000,0.00,89.3300000000,25.0000000000,0.00,25.0000000000,87.6700000000,0.00,87.6700000000,5.63
1002997501,1725,1725,1725,22.0000000000,0.00,22.0000000000,79.0000000000,0.00,79.0000000000,22.0000000000,0.00,22.0000000000,79.0000000000,0.00,79.0000000000,6.06
1003037501,3800,3800,3800,25.5000000000,0.00,25.5000000000,146.000000000,0.00,146.000000000,25.0000000000,0.00,25.0000000000,138.000000000,0.00,138.000000000,5.63
1003037502,4488,4488,4488,38.0800000000,0.00,38.0800000000,118.080000000,0.00,118.080000000,0.00,0.00,38.0800000000,0.00,0.00,110.000000000,2.62
1003067501,3174,3174,3174,25.0000000000,0.00,25.0000000000,125.330000000,0.00,125.330000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.41
1003097501,6562,6562,6562,75.0800000000,0.00,75.0800000000,87.5000000000,0.00,87.5000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.55
1003097502,2202,2202,2202,25.3300000000,0.00,25.3300000000,87.5000000000,0.00,87.5000000000,25.0000000000,0.00,25.0000000000,85.0000000000,0.00,85.0000000000,4.40
1003107501,1034,1034,1034,21.0000000000,0.00,21.0000000000,49.0000000000,0.00,49.0000000000,20.0000000000,0.00,20.0000000000,49.0000000000,0.00,49.0000000000,4.46
1003107502,3441,3441,3441,45.8800000000,0.00,45.8800000000,75.0000000000,0.00,75.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.20
1003107503,3735,3735,3735,46.0000000000,0.00,46.0000000000,88.0000000000,0.00,88.0000000000,46.0000000000,0.00,46.0000000000,88.0000000000,0.00,88.0000000000,5.84
1003437501,12531,12531,12531,100.250000000,0.00,100.250000000,125.000000000,0.00,125.000000000,100.250000000,0.00,100.250000000,125.000000000,0.00,125.000000000,3.61
1003457501,7500,7500,7500,75.0000000000,0.00,75.0000000000,100.000000000,0.00,100.000000000,75.0000000000,0.00,75.0000000000,70.0000000000,0.00,70.0000000000,4.74
1003457502,10500,10500,10500,100.000000000,0.00,100.000000000,100.000000000,0.00,100.000000000,100.000000000,0.00,100.000000000,84.0000000000,0.00,84.0000000000,5.00
1003467501,45083,45083,45083,200.000000000,0.00,200.000000000,301.000000000,0.00,301.000000000,25.0000000000,0.00,25.0000000000,80.0000000000,0.00,80.0000000000,4.90
1003497501,25027,25027,25027,300.330000000,0.00,300.330000000,100.000000000,0.00,100.000000000,300.000000000,0.00,300.000000000,100.000000000,0.00,100.000000000,1.63
1003497502,1010,1010,1010,20.2100000000,0.00,20.2100000000,50.0000000000,0.00,50.0000000000,20.0000000000,0.00,20.0000000000,50.0000000000,0.00,50.0000000000,5.01
1003507501,10016,10016,10016,100.000000000,0.00,100.000000000,100.160000000,0.00,100.160000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.86
1003507502,2062,2062,2062,27.5000000000,0.00,27.5000000000,75.0000000000,0.00,75.0000000000,27.5000000000,0.00,27.5000000000,75.0000000000,0.00,75.0000000000,4.37
1003527501,43206,43206,43206,170.670000000,0.00,170.670000000,252.800000000,0.00,252.800000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,7.42
1003537501,5000,5000,5000,50.0000000000,0.00,50.0000000000,100.000000000,0.00,100.000000000,49.8700000000,0.00,49.8700000000,80.0000000000,0.00,80.0000000000,7.38
1003537502,2510,2510,2510,25.1000000000,0.00,25.1000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.90
1003537503,6158,6158,6158,71.5700000000,0.00,71.5700000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.94
1003547501,2500,2500,2500,25.0000000000,0.00,25.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.02
1003670025,20000,0,20000,100.00,100.00,100.000000000,200.00,200.00,200.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00
1003727501,2649,2649,2649,25.0000000000,0.00,25.0000000000,105.960000000,0.00,105.960000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.75
1003747501,1298,1298,1298,18.0000000000,0.00,18.0000000000,72.1300000000,0.00,72.1300000000,18.0000000000,0.00,18.0000000000,58.0000000000,0.00,58.0000000000,3.59
1003757501,6764,6764,6764,76.0000000000,0.00,76.0000000000,89.0000000000,0.00,89.0000000000,74.0000000000,0.00,74.0000000000,89.0000000000,0.00,89.0000000000,4.11
1003757502,2201,2201,2201,26.7500000000,0.00,26.7500000000,82.2500000000,0.00,82.2500000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.77
1003777501,2340,2340,2340,24.0000000000,0.00,24.0000000000,97.5000000000,0.00,97.5000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.55
1003777502,5830,5830,5830,60.0000000000,0.00,60.0000000000,98.0000000000,0.00,98.0000000000,49.5000000000,0.00,49.5000000000,81.7300000000,0.00,81.7300000000,3.58
1003777503,15153,15153,15153,98.5000000000,0.00,98.5000000000,115.000000000,0.00,115.000000000,98.5000000000,0.00,98.5000000000,115.000000000,0.00,115.000000000,5.72
1003777504,2169,2169,2169,0.0400000000000,0.00,0.0400000000000,0.00000000000,0.00,0.00000000000,22.2500000000,0.00,22.2500000000,67.5000000000,0.00,67.5000000000,3.38
1003830001,139594,0,139594,206.50,206.50,206.500000000,676.00,676.00,676.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00
1003847501,4212,4212,4212,24.8500000000,0.00,24.8500000000,78.5000000000,0.00,78.5000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.97
1003847502,3180,3180,3180,40.0000000000,0.00,40.0000000000,79.5000000000,0.00,79.5000000000,40.0000000000,0.00,40.0000000000,76.0000000000,0.00,76.0000000000,4.17
1003847503,4479,4479,4479,48.7500000000,0.00,48.7500000000,292.000000000,0.00,292.000000000,412.000000000,0.00,412.000000000,48.8000000000,0.00,48.8000000000,6.14
1003847504,1590,1590,1590,19.8300000000,0.00,19.8300000000,80.0000000000,0.00,80.0000000000,20.0000000000,0.00,20.0000000000,80.0000000000,0.00,80.0000000000,5.71
1003847505,2075,2075,2075,24.7500000000,0.00,24.7500000000,83.3300000000,0.00,83.3300000000,25.0000000000,0.00,25.0000000000,52.0000000000,0.00,52.0000000000,4.19
1003857501,9382,9382,9382,97.4200000000,0.00,97.4200000000,105.960000000,0.00,105.960000000,97.0000000000,0.00,97.0000000000,105.960000000,0.00,105.960000000,5.51
1003867501,4424,4424,4424,46.0000000000,0.00,46.0000000000,96.1700000000,0.00,96.1700000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.74
1003877501,2164,2164,2164,24.0400000000,0.00,24.0400000000,90.0000000000,0.00,90.0000000000,24.0000000000,0.00,24.0000000000,90.0000000000,0.00,90.0000000000,0.82
1003897501,5619,5619,5619,60.4200000000,0.00,60.4200000000,93.0000000000,0.00,93.0000000000,60.0000000000,0.00,60.0000000000,80.0000000000,0.00,80.0000000000,4.83
1003907501,3845,3845,3845,39.3300000000,0.00,39.3300000000,97.5000000000,0.00,97.5000000000,39.0000000000,0.00,39.0000000000,0.00000000000,0.00,0.00000000000,3.42
1003907502,17843,17843,17843,133.000000000,0.00,133.000000000,195.000000000,0.00,195.000000000,133.000000000,0.00,133.000000000,50.0000000000,0.00,50.0000000000,4.11
1003907503,1950,1950,1950,0.0400000000000,0.00,0.0400000000000,0.00000000000,0.00,0.00000000000,20.0000000000,0.00,20.0000000000,63.5000000000,0.00,63.5000000000,3.20
1003917501,2325,2325,2325,24.7500000000,0.00,24.7500000000,93.9200000000,0.00,93.9200000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.27
1003920035,1909,1909,1909,0.0400000000000,0.00,0.0400000000000,0.00000000000,0.00,0.00000000000,23.00,23.00,23.0000000000,83.00,83.00,83.0000000000,2.07
1003927501,6442,6442,6442,69.2700000000,0.00,69.2700000000,93.0000000000,0.00,93.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,10.05
1003927502,3691,3691,3691,40.0000000000,0.00,40.0000000000,92.2500000000,0.00,92.2500000000,40.0000000000,0.00,40.0000000000,60.0000000000,0.00,60.0000000000,3.22
1003937501,18982,18982,18982,158.000000000,0.00,158.000000000,190.000000000,0.00,190.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.00
1003947502,7744,7744,7744,75.0000000000,0.00,75.0000000000,103.250000000,0.00,103.250000000,75.0000000000,0.00,75.0000000000,103.000000000,0.00,103.000000000,1.86
1003947503,6453,6453,6453,62.5000000000,0.00,62.5000000000,103.250000000,0.00,103.250000000,62.0000000000,0.00,62.0000000000,90.0000000000,0.00,90.0000000000,1.78
1003947504,2581,2581,2581,25.0000000000,0.00,25.0000000000,103.250000000,0.00,103.250000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.85
1003947505,2581,2581,2581,25.0000000000,0.00,25.0000000000,103.250000000,0.00,103.250000000,25.0000000000,0.00,25.0000000000,72.0000000000,0.00,72.0000000000,3.82
1003967501,4378,4378,4378,49.7500000000,0.00,49.7500000000,88.0000000000,0.00,88.0000000000,49.0000000000,0.00,49.0000000000,58.0000000000,0.00,58.0000000000,3.84
1003977501,5407,5407,5407,53.5800000000,0.00,53.5800000000,100.920000000,0.00,100.920000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.77
1003977502,7714,7714,7714,81.0000000000,0.00,81.0000000000,95.2500000000,0.00,95.2500000000,0.00000000000,0.00,0.00000000000,81.0000000000,0.00,81.0000000000,3.83
1003987501,9248,9248,9248,87.2500000000,0.00,87.2500000000,106.000000000,0.00,106.000000000,0.00000000000,0.00,0.00000000000,106.000000000,0.00,106.000000000,2.92
1003987502,2544,2544,2544,24.0000000000,0.00,24.0000000000,100.920000000,0.00,100.920000000,24.0000000000,0.00,24.0000000000,100.920000000,0.00,100.920000000,4.52
1003997501,4800,4800,4800,48.0000000000,0.00,48.0000000000,100.000000000,0.00,100.000000000,48.0000000000,0.00,48.0000000000,0.00000000000,0.00,0.00000000000,4.92
1003997502,2212,2212,2212,0.0500000000000,0.00,0.0500000000000,0.00000000000,0.00,0.00000000000,23.0000000000,0.00,23.0000000000,96.1700000000,0.00,96.1700000000,3.70
1004027501,2769,2769,2769,36.9200000000,0.00,36.9200000000,75.0000000000,0.00,75.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.75
1004027502,2272,2272,2272,0.0500000000000,0.00,0.0500000000000,0.00000000000,0.00,0.00000000000,25.0000000000,0.00,25.0000000000,63.0000000000,0.00,63.0000000000,4.24
1004030001,457788,457788,457788,687.33,687.33,687.330000000,666.00,666.00,666.000000000,0.00000000000,0.00,0.00000000000,10.0000000000,0.00,10.0000000000,0.00
1004057501,2575,2575,2575,25.0000000000,0.00,25.0000000000,103.250000000,0.00,103.250000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.86
1004057502,5702,5702,5702,90.5000000000,0.00,90.5000000000,63.0000000000,0.00,63.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.44
1004057503,7744,7744,7744,75.0000000000,0.00,75.0000000000,103.250000000,0.00,103.250000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.86
1004057504,7744,7744,7744,75.0000000000,0.00,75.0000000000,103.250000000,0.00,103.250000000,75.0000000000,0.00,75.0000000000,101.000000000,0.00,101.000000000,4.45
1004067501,3515,3515,3515,50.4200000000,0.00,50.4200000000,69.7300000000,0.00,69.7300000000,50.0000000000,0.00,50.0000000000,70.0000000000,0.00,70.0000000000,3.94
1004067502,2272,2272,2272,22.0000000000,0.00,22.0000000000,103.250000000,0.00,103.250000000,22.0000000000,0.00,22.0000000000,100.000000000,0.00,100.000000000,3.64
1004077501,4944,4944,4944,51.6000000000,0.00,51.6000000000,96.0000000000,0.00,96.0000000000,51.0000000000,0.00,51.0000000000,96.0000000000,0.00,96.0000000000,2.62
1004077502,11421,11421,11421,158.500000000,0.00,158.500000000,103.250000000,0.00,103.250000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.03
1004087501,6569,6569,6569,75.0800000000,0.00,75.0800000000,87.5000000000,0.00,87.5000000000,25.0000000000,0.00,25.0000000000,86.0000000000,0.00,86.0000000000,4.38
1004087502,2187,2187,2187,25.0000000000,0.00,25.0000000000,87.5000000000,0.00,87.5000000000,25.0000000000,0.00,25.0000000000,87.0000000000,0.00,87.0000000000,4.00
1004087503,1715,1715,1715,24.9800000000,0.00,24.9800000000,68.8500000000,0.00,68.8500000000,24.9200000000,0.00,24.9200000000,68.0000000000,0.00,68.0000000000,4.10
1004097501,2303,2303,2303,26.1700000000,0.00,26.1700000000,88.4200000000,0.00,88.4200000000,26.1700000000,0.00,26.1700000000,88.1500000000,0.00,88.1500000000,6.24
1004097502,21996,21996,21996,0.500000000000,0.00,0.500000000000,0.00000000000,0.00,0.00000000000,151.000000000,0.00,151.000000000,175.000000000,0.00,175.000000000,6.23
1004107501,10645,10645,10645,88.1700000000,0.00,88.1700000000,120.580000000,0.00,120.580000000,88.1700000000,0.00,88.1700000000,120.250000000,0.00,120.250000000,10.75
1004110052,1950,1950,1950,0.0400000000000,0.00,0.0400000000000,0.00000000000,0.00,0.00000000000,26.00,26.00,26.0000000000,75.00,75.00,75.0000000000,3.62
1004117501,1773,1773,1773,22.1700000000,0.00,22.1700000000,80.0000000000,0.00,80.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.30
1004117502,2188,2188,2188,25.0000000000,0.00,25.0000000000,87.5000000000,0.00,87.5000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.85
1004117503,4050,4050,4050,46.0000000000,0.00,46.0000000000,90.0000000000,0.00,90.0000000000,45.0000000000,0.00,45.0000000000,89.0000000000,0.00,89.0000000000,3.77
1004117504,3258,3258,3258,50.0000000000,0.00,50.0000000000,65.1600000000,0.00,65.1600000000,50.0000000000,0.00,50.0000000000,68.0000000000,0.00,68.0000000000,8.05
1004120070,4770,0,4770,53.25,53.25,53.2500000000,89.58,89.58,89.5800000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00
1004127501,15611,15611,15611,0.350000000000,0.00,0.350000000000,0.00000000000,0.00,0.00000000000,128.170000000,0.00,128.170000000,175.000000000,0.00,175.000000000,12.77
1004127502,2093,2093,2093,0.0400000000000,0.00,0.0400000000000,0.00000000000,0.00,0.00000000000,23.8300000000,0.00,23.8300000000,87.8300000000,0.00,87.8300000000,4.22
1004137501,2493,2493,2493,27.5200000000,0.00,27.5200000000,88.2700000000,0.00,88.2700000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.19
1004137502,2073,2073,2073,22.7900000000,0.00,22.7900000000,88.2000000000,0.00,88.2000000000,22.5800000000,0.00,22.5800000000,88.2500000000,0.00,88.2500000000,3.83
1004147501,2228,2228,2228,25.0000000000,0.00,25.0000000000,89.1000000000,0.00,89.1000000000,0.00000000000,0.00,0.00000000000,89.1000000000,0.00,89.1000000000,3.05
1004157501,2208,2208,2208,25.0000000000,0.00,25.0000000000,88.3300000000,0.00,88.3300000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.33
1004157502,2206,2206,2206,25.0000000000,0.00,25.0000000000,88.2500000000,0.00,88.2500000000,25.0000000000,0.00,25.0000000000,88.0000000000,0.00,88.0000000000,5.94
1004167501,3671,3671,3671,41.5400000000,0.00,41.5400000000,88.3700000000,0.00,88.3700000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.72
1004167502,3313,3313,3313,44.1700000000,0.00,44.1700000000,75.0000000000,0.00,75.0000000000,44.0000000000,0.00,44.0000000000,74.8300000000,0.00,74.8300000000,4.90
1004177501,8074,8074,8074,76.1000000000,0.00,76.1000000000,110.210000000,0.00,110.210000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,13.44
1004180053,1461,1461,1461,16.67,16.67,16.6700000000,87.67,87.67,87.6700000000,0.00000000000,0.00,0.00000000000,64.0000000000,0.00,64.0000000000,0.00
1004187501,3016,3016,3016,25.1700000000,0.00,25.1700000000,119.830000000,0.00,119.830000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.16
1004197501,2494,2494,2494,24.7500000000,0.00,24.7500000000,100.750000000,0.00,100.750000000,24.7500000000,0.00,24.7500000000,80.0000000000,0.00,80.0000000000,4.18
1004207501,8533,8533,8533,125.100000000,0.00,125.100000000,150.200000000,0.00,150.200000000,100.000000000,0.00,100.000000000,77.0000000000,0.00,77.0000000000,5.95
1004217501,1500,1500,1500,75.0000000000,0.00,75.0000000000,20.0000000000,0.00,20.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.24
1004217502,5092,5092,5092,50.9200000000,0.00,50.9200000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.88
1004227501,3750,3750,3750,0.0800000000000,0.00,0.0800000000000,0.00000000000,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.78
1004227502,3750,3750,3750,50.0000000000,0.00,50.0000000000,75.0000000000,0.00,75.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.09
1004237501,2632,2632,2632,24.6700000000,0.00,24.6700000000,106.670000000,0.00,106.670000000,24.6700000000,0.00,24.6700000000,106.670000000,0.00,106.670000000,5.62
1004247501,2090,2090,2090,29.8300000000,0.00,29.8300000000,69.6700000000,0.00,69.6700000000,28.0000000000,0.00,28.0000000000,65.0000000000,0.00,65.0000000000,4.78
1004257501,7720,7720,7720,25.3300000000,0.00,25.3300000000,157.830000000,0.00,157.830000000,25.0000000000,0.00,25.0000000000,157.420000000,0.00,157.420000000,5.24
1004257502,15000,15000,15000,100.000000000,0.00,100.000000000,150.000000000,0.00,150.000000000,99.7500000000,0.00,99.7500000000,120.000000000,0.00,120.000000000,4.13
1004257503,2488,2488,2488,25.0000000000,0.00,25.0000000000,99.5000000000,0.00,99.5000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.66
1004267501,2241,2241,2241,21.3000000000,0.00,21.3000000000,93.7000000000,0.00,93.7000000000,22.0000000000,0.00,22.0000000000,95.0000000000,0.00,95.0000000000,3.69
1004277501,2493,2493,2493,24.5000000000,0.00,24.5000000000,101.700000000,0.00,101.700000000,25.7500000000,0.00,25.7500000000,94.5000000000,0.00,94.5000000000,4.67
1004277502,2480,2480,2480,24.5800000000,0.00,24.5800000000,101.300000000,0.00,101.300000000,24.5800000000,0.00,24.5800000000,93.0000000000,0.00,93.0000000000,4.65
1004277503,2450,2450,2450,24.3000000000,0.00,24.3000000000,102.000000000,0.00,102.000000000,24.3100000000,0.00,24.3100000000,102.140000000,0.00,102.140000000,5.33
1004277504,58110,58110,58110,361.850000000,0.00,361.850000000,200.310000000,0.00,200.310000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,8.85
1004277505,2504,2504,2504,24.6700000000,0.00,24.6700000000,101.500000000,0.00,101.500000000,24.6700000000,0.00,24.6700000000,80.0000000000,0.00,80.0000000000,5.17
1004277508,2450,2450,2450,0.0500000000000,0.00,0.0500000000000,0.00000000000,0.00,0.00000000000,24.5000000000,0.00,24.5000000000,101.500000000,0.00,101.500000000,1.83
1004327501,7270,7270,7270,72.5800000000,0.00,72.5800000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.61
1004327502,4858,4858,4858,48.5800000000,0.00,48.5800000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.16
1004347501,4533,4533,4533,0.100000000000,0.00,0.100000000000,0.00000000000,0.00,0.00000000000,45.0000000000,0.00,45.0000000000,0.00000000000,0.00,0.00000000000,3.62
1004347502,2272,2272,2272,25.0000000000,0.00,25.0000000000,90.8700000000,0.00,90.8700000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.30
1004347503,1488,1488,1488,21.2500000000,0.00,21.2500000000,70.0000000000,0.00,70.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.56
1004347504,2267,2267,2267,22.6700000000,0.00,22.6700000000,100.000000000,0.00,100.000000000,22.6700000000,0.00,22.6700000000,95.3300000000,0.00,95.3300000000,3.87
1004347505,1998,1998,1998,22.0000000000,0.00,22.0000000000,90.8300000000,0.00,90.8300000000,22.0000000000,0.00,22.0000000000,85.0000000000,0.00,85.0000000000,3.73
1004367501,1556,1556,1556,20.7500000000,0.00,20.7500000000,75.0000000000,0.00,75.0000000000,21.0000000000,0.00,21.0000000000,44.0000000000,0.00,44.0000000000,2.47
1004377501,2490,2490,2490,25.0000000000,0.00,25.0000000000,99.5800000000,0.00,99.5800000000,25.0000000000,0.00,25.0000000000,52.0000000000,0.00,52.0000000000,2.61
1004377502,2300,2300,2300,25.0000000000,0.00,25.0000000000,92.2500000000,0.00,92.2500000000,25.0000000000,0.00,25.0000000000,90.0000000000,0.00,90.0000000000,4.25
1004380011,2369,2369,2369,25.00,25.00,25.0000000000,94.75,94.75,94.7500000000,0.00000000000,0.00,0.00000000000,18.0000000000,0.00,18.0000000000,0.00
1004387501,2085,2085,2085,22.0000000000,0.00,22.0000000000,94.7900000000,0.00,94.7900000000,22.0000000000,0.00,22.0000000000,94.7900000000,0.00,94.7900000000,3.99
1004387502,4740,4740,4740,50.0000000000,0.00,50.0000000000,94.7900000000,0.00,94.7900000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.14
1004400004,592,592,592,0.0100000000000,0.00,0.0100000000000,0.00000000000,0.00,0.00000000000,0,0,0.00000000000,0,0,0.00000000000,0.00
1004407501,1755,1755,1755,19.1700000000,0.00,19.1700000000,89.3100000000,0.00,89.3100000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.72
1004407502,8490,8490,8490,48.5800000000,0.00,48.5800000000,58.0000000000,0.00,58.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.11
1004407503,5810,5810,5810,48.0000000000,0.00,48.0000000000,103.250000000,0.00,103.250000000,48.0000000000,0.00,48.0000000000,103.250000000,0.00,103.250000000,3.03
1004407504,2504,2504,2504,24.2500000000,0.00,24.2500000000,103.250000000,0.00,103.250000000,24.2500000000,0.00,24.2500000000,72.0000000000,0.00,72.0000000000,3.78
1004417501,12821,12821,12821,129.500000000,0.00,129.500000000,99.0000000000,0.00,99.0000000000,130.000000000,0.00,130.000000000,66.0000000000,0.00,66.0000000000,2.47
1004417502,5782,5782,5782,28.0000000000,0.00,28.0000000000,206.500000000,0.00,206.500000000,20.0000000000,0.00,20.0000000000,202.000000000,0.00,202.000000000,4.64
1004417503,16131,16131,16131,25.0000000000,0.00,25.0000000000,206.500000000,0.00,206.500000000,139.500000000,0.00,139.500000000,206.600000000,0.00,206.600000000,4.60
1004427501,1509,1509,1509,20.5800000000,0.00,20.5800000000,74.5800000000,0.00,74.5800000000,21.0000000000,0.00,21.0000000000,52.0000000000,0.00,52.0000000000,3.25
1004437501,3844,3844,3844,50.0000000000,0.00,50.0000000000,80.0800000000,0.00,80.0800000000,50.0000000000,0.00,50.0000000000,80.0000000000,0.00,80.0000000000,3.60
1004437502,3414,3414,3414,24.9200000000,0.00,24.9200000000,135.000000000,0.00,135.000000000,25.0000000000,0.00,25.0000000000,98.5000000000,0.00,98.5000000000,4.07
1004437503,1664,1664,1664,25.0000000000,0.00,25.0000000000,67.0000000000,0.00,67.0000000000,25.0000000000,0.00,25.0000000000,66.0000000000,0.00,66.0000000000,4.67
1004447501,7544,7544,7544,0.170000000000,0.00,0.170000000000,0.00000000000,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.90
1004467501,4784,4784,4784,49.7500000000,0.00,49.7500000000,96.1700000000,0.00,96.1700000000,50.0000000000,0.00,50.0000000000,0.00000000000,0.00,0.00000000000,4.34
1004467502,16829,16829,16829,175.000000000,0.00,175.000000000,96.1700000000,0.00,96.1700000000,175.000000000,0.00,175.000000000,0.00000000000,0.00,0.00000000000,4.50
