bbl,billingbbl,housenum_lo,street_name,count
4132120047,0000000000,,HOOK CREEK BOULEVARD,1
4132120049,0000000000,,HOOK CREEK BOULEVARD,1
4132120050,0000000000,,HOOK CREEK BOULEVARD,1
4132120052,0000000000,,HOOK CREEK BOULEVARD,1
4132120054,0000000000,,HOOK CREEK BOULEVARD,1
4132190011,0000000000,,HOOK CREEK BOULEVARD,1
4132190014,0000000000,,HOOK CREEK BOULEVARD,1
4132210007,0000000000,,BROOKVILLE BOULEVARD,1
4132270011,0000000000,,135 AVENUE,1
4132320007,0000000000,,BROOKVILLE BOULEVARD,1
4132360023,0000000000,,241 STREET,1
4132370014,0000000000,,241 STREET,1
4132380041,0000000000,,243 STREET,1
4132460023,0000000000,,246 STREET,1
4132500013,0000000000,-00,136 AVENUE,1
4132500015,0000000000,-000,136 AVENUE,1
4132500019,0000000000,,136 AVENUE,1
4132500021,0000000000,,136 ROAD,1
4132530001,0000000000,,HOOK CREEK BOULEVARD,1
4132530005,0000000000,,HOOK CREEK BOULEVARD,1
4132530023,0000000000,,137 ROAD,1
4132540016,0000000000,,BROOKVILLE BOULEVARD,1
4132540017,0000000000,,BROOKVILLE BOULEVARD,1
4132550016,0000000000,,BROOKVILLE BOULEVARD,1
4132550019,0000000000,,BROOKVILLE BOULEVARD,1
4132610100,0000000000,,LAURELTON PARKWAY,1
4132640002,0000000000,,BROOKVILLE BOULEVARD,1
4132640015,0000000000,,SOUTH CONDUIT AVENUE,1
4132640018,0000000000,,SOUTH CONDUIT AVENUE,1
4132650011,0000000000,,SOUTH CONDUIT AVENUE,1
4132650013,0000000000,,SOUTH CONDUIT AVENUE,1
4132650020,0000000000,,NORTH CONDUIT AVENUE,1
4132650060,0000000000,,NORTH CONDUIT AVENUE,1
4132650075,,,NORTH CONDUIT AVENUE,1
4132650116,0000000000,139-15,FRANCIS LEWIS BLVD,1
4132650216,0000000000,,NORTH CONDUIT AVENUE,1
4132660039,0000000000,,SOUTH CONDUIT AVENUE,1
4132660050,0000000000,,SOUTH CONDUIT AVENUE,1
4132710003,0000000000,,144 DRIVE,1
4132740207,0000000000,,168 STREET,1
4132780045,0000000000,,ROCKAWAY BOULEVARD,1
4132780056,0000000000,,ROCKAWAY BOULEVARD,1
4132810028,0000000000,,145 ROAD,1
4132810039,0000000000,,145 DRIVE,1
4132840087,0000000000,,145 AVENUE,1
4132850073,0000000000,,145 AVENUE,1
4132850080,0000000000,,145 ROAD,1
4132860155,0000000000,,175 STREET,1
4132870146,0000000000,,175 STREET,1
4132880026,0000000000,,145 AVENUE,1
4132890013,0000000000,,175 STREET,1
4132910011,0000000000,,177 PLACE,1
4132910014,0000000000,,177 PLACE,1
4132910016,0000000000,,177 STREET,1
4132910047,0000000000,,177 STREET,1
4132920097,0000000000,,177 PLACE,1
4132920100,0000000000,177-01,144 DRIVE,1
4132950050,0000000000,,146 AVENUE,1
4132960007,0000000000,,ROCKAWAY BOULEVARD,1
4132960101,0000000000,,ROCKAWAY BOULEVARD,1
4132990023,0000000000,,145 DRIVE,1
4133000269,0000000000,,146 ROAD,1
4133010263,0000000000,,146 ROAD,1
4133020171,0000000000,,167 STREET,1
4133060031,0000000000,,177 STREET,1
4133120150,0000000000,,MEADOW ROAD,1
4133140015,0000000000,,178 PLACE,1
4133290030,0000000000,,144 ROAD,1
4133340068,0000000000,,145 ROAD,1
4133340070,0000000000,,145 ROAD,1
4133410052,0000000000,,178 PLACE,1
4133410070,0000000000,,178 PLACE,1
4133420026,0000000000,,146 ROAD,1
4133420044,0000000000,,178 PLACE,1
4133420058,0000000000,,145 DRIVE,1
4133430044,0000000000,,146 ROAD,1
4133440028,0000000000,,146 AVENUE,1
4133460062,0000000000,,181 STREET,1
4133460085,0000000000,,182 STREET,1
4133510098,0000000000,,PLEASANT COURT,1
4133510100,0000000000,,PLEASANT COURT,1
4133510102,0000000000,,PLEASANT COURT,1
4133550050,0000000000,,181 STREET,1
4133550070,0000000000,,182 STREET,1
4133630030,0000000000,146-60,SPRINGFIELD BLVD,1
4133630035,0000000000,,SPRINGFIELD BLVD,1
4133630036,0000000000,,SPRINGFIELD BLVD,1
4133640033,0000000000,,FARMERS BOULEVARD,1
4133770001,0000000000,,176 STREET,1
4133790065,0000000000,,148 AVENUE,1
4133820016,0000000000,,ROCKAWAY BOULEVARD,1
4133820017,0000000000,,ROCKAWAY BOULEVARD,1
4133840055,0000000000,,177 STREET,1
4133840068,0000000000,,149 ROAD,1
4133840074,0000000000,,GUY R BREWER BLVD,1
4133870073,0000000000,,150 AVENUE,1
4133870085,0000000000,,ROCKAWAY BOULEVARD,1
4134070007,0000000000,,181 STREET,1
4134070025,0000000000,,147 AVENUE,1
4134070034,0000000000,,147 AVENUE,1
4134070036,0000000000,,147 AVENUE,1
4134100042,0000000000,,GUY R BREWER BLVD,1
4134130047,0000000000,,150 ROAD,1
4134140007,0000000000,179-20,150 ROAD,1
4134140010,0000000000,179-24,150 ROAD,1
4134140025,0000000000,150-48,182 STREET,1
4134140026,0000000000,,182 STREET,1
4134160045,0000000000,,182 STREET,1
4134190001,0000000000,,150 DRIVE,1
4134190006,0000000000,,150 DRIVE,1
4134190013,0000000000,,183 STREET,1
4134190027,0000000000,,ROCKAWAY BOULEVARD,1
4134190030,0000000000,,ROCKAWAY BOULEVARD,1
4134200008,0000000000,,ROCKAWAY BOULEVARD,1
4134270042,0000000000,,184 STREET,1
4134280002,0000000000,,SPRINGFIELD BLVD,1
4134320006,0000000000,,SPRINGFIELD BLVD,1
4134320020,0000000000,,SPRINGFIELD BLVD,1
4134320021,0000000000,,SPRINGFIELD BLVD,1
4134320023,0000000000,,150 AVENUE,1
4134320026,0000000000,,150 AVENUE,1
4134320028,0000000000,,SPRINGFIELD BLVD,1
4134320030,0000000000,,SPRINGFIELD BLVD,1
4134320032,0000000000,,SPRINGFIELD BLVD,1
4134320036,0000000000,,SPRINGFIELD BLVD,1
4134320040,0000000000,,150 ROAD,1
4134320046,0000000000,,150 ROAD,1
4134320049,0000000000,,150 ROAD,1
4134320053,0000000000,,150 ROAD,1
4134320057,0000000000,,150 ROAD,1
4134320059,0000000000,,150 ROAD,1
4134320065,0000000000,,150 ROAD,1
4134320067,0000000000,,150 ROAD,1
4134330001,0000000000,,150 ROAD,1
4134330002,0000000000,,150 ROAD,1
4134330005,0000000000,,150 ROAD,1
4134330010,0000000000,,150 ROAD,1
4134330015,0000000000,,150 ROAD,1
4134330020,0000000000,,150 ROAD,1
4134330023,0000000000,,SPRINGFIELD BLVD,1
4134330029,0000000000,,SPRINGFIELD BLVD,1
4134330034,0000000000,,SPRINGFIELD BLVD,1
4134330035,0000000000,,SPRINGFIELD BLVD,1
4134330036,0000000000,,SPRINGFIELD BLVD,1
4134330041,0000000000,,SPRINGFIELD BLVD,1
4134330045,0000000000,,SPRINGFIELD BLVD,1
4134330048,0000000000,,151 DRIVE,1
4134330049,0000000000,,183 STREET,1
4134330055,0000000000,,183 STREET,1
4134330057,0000000000,,183 STREET,1
4134330059,0000000000,,183 STREET,1
4134330061,0000000000,,183 STREET,1
4134330062,0000000000,,183 STREET,1
4134330064,0000000000,,183 STREET,1
4134330065,0000000000,,183 STREET,1
4134330071,0000000000,,183 STREET,1
4134340074,,,SPRINGFIELD LANE,1
4134340106,0000000000,,147 AVENUE,1
4134340107,0000000000,,147 AVENUE,1
4134340109,0000000000,,147 AVENUE,1
4134340110,0000000000,,147 AVENUE,1
4134340112,0000000000,,147 AVENUE,1
4134340115,0000000000,,SPRINGFIELD BLVD,1
4134340116,0000000000,,SPRINGFIELD BLVD,1
4134340118,0000000000,,SPRINGFIELD BLVD,1
4134340120,0000000000,,SPRINGFIELD BLVD,1
4134340122,0000000000,,SPRINGFIELD BLVD,1
4134340123,0000000000,,SPRINGFIELD BLVD,1
4134340124,0000000000,,SPRINGFIELD BLVD,1
4134340127,0000000000,,SPRINGFIELD BLVD,1
4134340130,0000000000,,SPRINGFIELD BLVD,1
4134530026,0000000000,,SPRINGFIELD BLVD,1
4134530028,0000000000,,SPRINGFIELD BLVD,1
4134540001,0000000000,,SPRINGFIELD LANE,1
4134570001,0000000000,,147 AVENUE,1
4134570107,0000000000,,147 AVENUE,1
4134580038,0000000000,,147 AVENUE,1
4134620015,0000000000,,147 AVENUE,1
4134630038,0000000000,,229 STREET,1
4134640001,0000000000,,147 AVENUE,1
4134640070,0000000000,,230 STREET,1
4134660008,0000000000,,147 AVENUE,1
4134670052,0000000000,,220 STREET,1
4134680013,0000000000,,220 STREET,1
4134720045,0000000000,,225 STREET,1
4134730134,0000000000,,145 ROAD,1
4134740040,0000000000,,226 STREET,1
4134760003,0000000000,,145 ROAD,1
4134770032,0000000000,,221 STREET,1
4134830133,0000000000,,227 STREET,1
4134840033,0000000000,,145 ROAD,1
4134890151,0000000000,,146 AVENUE,1
4134900014,0000000000,,SPRINGFIELD BLVD,1
4134900016,0000000000,,SPRINGFIELD BLVD,1
4134910001,0000000000,,145 AVENUE,1
4134920006,0000000000,-00,SOUTH CONDUIT AVENUE,1
4134920008,0000000000,,223 STREET,1
4134920027,0000000000,,145 AVENUE,1
4134920240,0000000000,,222 STREET,1
4134950012,0000000000,,145 AVENUE,1
4134950070,0000000000,,226 STREET,1
4135010055,,144-42,231 STREET,1
4135060234,0000000000,,SOUTH CONDUIT AVENUE,1
4135130074,0000000000,,EDGEWOOD AVENUE,1
4135140027,0000000000,,230 PLACE,1
4135140031,0000000000,,LANSING AVENUE,1
4135160033,0000000000,,232 STREET,1
4135160061,0000000000,,231 STREET,1
4135380005,0000000000,,BROOKVILLE BOULEVARD,1
4135380148,0000000000,,232 STREET,1
4135380156,0000000000,,232 STREET,1
4135820150,0000000000,,MAYDA ROAD,1
4135850089,0000000000,,254 STREET,1
4135860021,0000000000,,MEMPHIS AVENUE,1
4136010015,0000000000,,FRANCIS LEWIS BLVD,1
4136020015,0000000000,,FRANKTON STREET,1
4136220007,0000000000,,SOUTH CONDUIT AVENUE,1
4136230001,0000000000,,HOOK CREEK BOULEVARD,1
4136250030,0000000000,,CANEY LANE,1
4136260031,0000000000,,CANEY LANE,1
4136260032,0000000000,,CANEY LANE,1
4136270032,0000000000,,254 STREET,1
4136360034,0000000000,,253 STREET,1
4136380044,0000000000,245-07,148 AVENUE,1
4136450001,0000000000,,HUXLEY STREET,1
4136480051,0000000000,,147 ROAD,1
4136500063,0000000000,,147 ROAD,1
4136530135,0000000000,,148 ROAD,1
4136600101,0000000000,,CRAFT AVENUE,1
4136600115,0000000000,,CRAFT AVENUE,1
4136700050,0000000000,,147 ROAD,1
4136760001,0000000000,,256 STREET,1
4136770010,0000000000,,256 STREET,1
4136800118,0000000000,,CRAFT AVENUE,1
4136810154,0000000000,,147 ROAD,1
4136820054,0000000000,,HOOK CREEK BOULEVARD,1
4136890031,0000000000,,148 DRIVE,1
4136900091,0000000000,,149 ROAD,1
4136960001,0000000000,,HUNGRY HARBOR ROAD,1
4136960090,0000000000,,HOOK CREEK BOULEVARD,1
4136960101,0000000000,,HOOK CREEK BOULEVARD,1
4137080025,0000000000,,228 STREET,1
4137120107,0000000000,,232 STREET,1
4137140046,0000000000,,149 AVENUE,1
4137140050,0000000000,,149 AVENUE,1
4137140053,0000000000,,226 STREET,1
4137140055,0000000000,,148 AVENUE,1
4137140060,0000000000,,148 AVENUE,1
4137150045,0000000000,,227 STREET,1
4137160079,0000000000,,228 STREET,1
4137170029,0000000000,,229 STREET,1
4137170030,0000000000,,229 STREET,1
4137170042,0000000000,,148 AVENUE,1
4137200046,0000000000,,231 STREET,1
4137260020,0000000000,,147 AVENUE,1
4137260074,0000000000,,235 STREET,1
4137260112,0000000000,,232 STREET,1
4137280008,0000000000,,147 AVENUE,1
4137280026,0000000000,,BROOKVILLE BOULEVARD,1
4137290030,0000000000,,BROOKVILLE BOULEVARD,1
4137330025,0000000000,,BENTLEY ROAD,1
4137330027,0000000000,,BENTLEY ROAD,1
4137330033,0000000000,,148 ROAD,1
4137330035,0000000000,,148 ROAD,1
4137330036,0000000000,235-12,148 ROAD,1
4137350005,0000000000,,148 DRIVE,1
4137350007,0000000000,,148 DRIVE,1
4137350009,0000000000,,148 DRIVE,1
4137350013,0000000000,,235 STREET,1
4137350017,0000000000,,235 STREET,1
4137370001,0000000000,,149 AVENUE,1
4137370003,0000000000,,149 AVENUE,1
4137370005,0000000000,,149 AVENUE,1
4137370007,0000000000,,149 AVENUE,1
4137370009,0000000000,,149 AVENUE,1
4137370011,0000000000,,149 AVENUE,1
4137370031,0000000000,,148 DRIVE,1
4137370035,0000000000,,148 DRIVE,1
4137370039,0000000000,,148 DRIVE,1
4137370043,0000000000,,148 DRIVE,1
4137370046,0000000000,,148 DRIVE,1
4137370050,0000000000,,148 DRIVE,1
4137370066,0000000000,,BROOKVILLE BOULEVARD,1
4137500101,0000000000,,149 AVENUE,1
4137500102,0000000000,,149 AVENUE,1
4137500103,0000000000,,149 AVENUE,1
4137500104,0000000000,,149 AVENUE,1
4137500105,0000000000,,149 AVENUE,1
4137500215,0000000000,,149 AVENUE,1
4137500234,0000000000,,149 AVENUE,1
4137500236,0000000000,,EDGEWOOD STREET,1
4137500238,0000000000,,HUXLEY STREET,1
4137500242,0000000000,,EDGEWOOD STREET,1
4137500252,0000000000,,HUXLEY STREET,1
4137500255,0000000000,,EDGEWOOD STREET,1
4137500259,0000000000,,EDGEWOOD STREET,1
4137500270,0000000000,,EDGEWOOD STREET,1
4137500278,0000000000,,EDGEWOOD STREET,1
4137500290,0000000000,,EDGEWOOD STREET,1
4137500301,0000000000,,EDGEWOOD STREET,1
4137500340,0000000000,,149 AVENUE,1
4137500350,0000000000,,149 AVENUE,1
4137500358,0000000000,,149 AVENUE,1
4137690100,0000000000,,BROOKVILLE BOULEVARD,1
4137690102,0000000000,,LEWIS AVENUE,1
4137690108,0000000000,,BROOKVILLE BOULEVARD,1
4137690111,0000000000,,149 AVENUE,1
4138080001,0000000000,,241 STREET,1
4138100006,0000000000,,242 STREET,1
4138120018,0000000000,,243 STREET,1
4138120050,0000000000,,242 STREET,1
4138140013,0000000000,,244 STREET,1
4138160009,0000000000,,CANAL AVENUE,1
4138170001,0000000000,,WEST STREET,1
4138170002,0000000000,,WEST STREET,1
4138170003,0000000000,,WEST STREET,1
4138170005,0000000000,,WEST STREET,1
4138170006,0000000000,,WEST STREET,1
4138170007,0000000000,,WEST STREET,1
4138170009,0000000000,,WEST STREET,1
4138170014,0000000000,,SOUTH ROAD,1
4138420001,0000000000,,HOOK CREEK BOULEVARD,1
4138420006,0000000000,,HOOK CREEK BOULEVARD,1
4138420028,0000000000,,ISLAND LANE,1
4138420033,0000000000,,ISLAND LANE,1
4138420038,0000000000,,ISLAND LANE,1
4138440001,0000000000,,LANDING ROAD,1
4138440006,0000000000,,LANDING ROAD,1
4138440009,0000000000,,LANDING ROAD,1
4138440011,0000000000,,LANDING ROAD,1
4138440017,0000000000,,LANDING ROAD,1
4138440019,0000000000,,LANDING ROAD,1
4138440021,0000000000,,LANDING ROAD,1
4138440022,0000000000,,LANDING ROAD,1
4138440023,0000000000,,LANDING ROAD,1
4138440037,0000000000,,ISLAND LANE,1
4138440042,0000000000,,ISLAND LANE,1
4138440048,0000000000,,ISLAND LANE,1
4138450030,0000000000,,NORTH STREET,1
4138450033,0000000000,,NORTH STREET,1
4138450035,0000000000,,NORTH STREET,1
4138450037,0000000000,,NORTH STREET,1
4138450038,0000000000,,NORTH STREET,1
4138450040,0000000000,,NORTH STREET,1
4138450042,0000000000,,NORTH STREET,1
4138450044,0000000000,,NORTH STREET,1
4138450059,0000000000,,SOUTH ROAD,1
4138450061,0000000000,,SOUTH ROAD,1
4138450063,0000000000,,SOUTH ROAD,1
4138450068,0000000000,,SOUTH ROAD,1
4138450069,0000000000,,SOUTH ROAD,1
4138450070,0000000000,,SOUTH ROAD,1
4138450073,0000000000,,SOUTH ROAD,1
4138450074,0000000000,,SOUTH ROAD,1
4138450090,0000000000,,BROOKVILLE BOULEVARD,1
4138450100,0000000000,,BROOKVILLE BOULEVARD,1
4138460001,0000000000,,CANAL AVENUE,1
4138460026,0000000000,,CANAL AVENUE,1
4138460028,0000000000,,CANAL AVENUE,1
4138460031,0000000000,,CANAL AVENUE,1
4138460034,0000000000,,CANAL AVENUE,1
4138460036,0000000000,,CANAL AVENUE,1
4138460042,0000000000,,CANAL AVENUE,1
4138460100,0000000000,,153 DRIVE,1
4138460110,0000000000,,153 DRIVE,1
4138460130,0000000000,,153 DRIVE,1
4138480001,0000000000,,CANAL AVENUE,1
4138480008,0000000000,,CANAL AVENUE,1
4138480015,0000000000,,CANAL AVENUE,1
4138480027,0000000000,,CANAL AVENUE,1
4138480038,0000000000,,CANAL AVENUE,1
4138480138,0000000000,,CANAL AVENUE,1
4138640009,0000000000,,BROOKVILLE BOULEVARD,1
4138640035,0000000000,,CANAL AVENUE,1
4138640037,0000000000,,CANAL AVENUE,1
4138640039,0000000000,,CANAL AVENUE,1
4138640041,0000000000,,CANAL AVENUE,1
4138640070,0000000000,,CANAL AVENUE,1
4138640076,0000000000,,CANAL AVENUE,1
4138660013,0000000000,,BROOKVILLE BOULEVARD,1
4138660018,0000000000,,BROOKVILLE BOULEVARD,1
4138660022,0000000000,,BROOKVILLE BOULEVARD,1
4138660025,0000000000,,BROOKVILLE BOULEVARD,1
4138660028,0000000000,,153 AVENUE,1
4138660062,0000000000,,BROOKVILLE BOULEVARD,1
4138660063,0000000000,,BROOKVILLE BOULEVARD,1
4138660067,0000000000,,BROOKVILLE BOULEVARD,1
4138660068,0000000000,,BROOKVILLE BOULEVARD,1
4138660070,0000000000,,BROOKVILLE BOULEVARD,1
4138950027,0000000000,249-15,ROCKAWAY BOULEVARD,1
4138950153,0000000000,,ROCKAWAY BOULEVARD,1
4139070060,0000000000,252-25,ROCKAWAY BOULEVARD,1
4139070101,0000000000,253-01,ROCKAWAY BOULEVARD,1
4139070450,,,DIVISION STREET,1
4139100040,0000000000,,BROAD STREET,1
4139100041,0000000000,,BROAD STREET,1
4139100054,0000000000,,BROAD STREET,1
4139100060,0000000000,,BROAD STREET,1
4139100061,0000000000,,BROAD STREET,1
4139100095,0000000000,,BROAD STREET,1
4139110125,0000000000,,BROAD STREET,1
4139110140,0000000000,,BROAD STREET,1
4139120153,0000000000,,BAYVIEW AVENUE,1
4139120162,0000000000,,BAYVIEW AVENUE,1
4139120168,0000000000,,BAYVIEW AVENUE,1
4139120172,0000000000,,BAYVIEW AVENUE,1
4139120185,0000000000,,BAYVIEW AVENUE,1
4139130240,0000000000,,BAYVIEW AVENUE,1
4139130251,0000000000,,BAYVIEW AVENUE,1
4139130258,0000000000,,BAYVIEW AVENUE,1
4139210008,0000000000,,3 STREET,1
4139210042,0000000000,,1 STREET,1
4139210060,0000000000,,1 STREET,1
4139210094,0000000000,,3 STREET,1
4139210096,0000000000,,3 STREET,1
4139210114,0000000000,,DOCK STREET,1
4139220200,0000000000,,SHERIDAN AVENUE,1
4139230101,0000000000,,SHERIDAN AVENUE,1
4139230107,0000000000,,SHERIDAN AVENUE,1
4139230108,0000000000,,157 AVENUE,1
4139230114,0000000000,,157 AVENUE,1
4139230125,0000000000,,157 AVENUE,1
4139230166,0000000000,,157 ROAD,1
4139240176,0000000000,,157 ROAD,1
4139240181,0000000000,,157 ROAD,1
4139240221,0000000000,,157 DRIVE,1
4139240222,0000000000,,157 DRIVE,1
4139240232,0000000000,,157 DRIVE,1
4139240233,0000000000,,157 DRIVE,1
4139240250,0000000000,,157 DRIVE,1
4139250240,0000000000,,157 DRIVE,1
4139250245,0000000000,,157 DRIVE,1
4139250246,0000000000,,157 DRIVE,1
4139250250,0000000000,,157 DRIVE,1
4139250255,0000000000,,158 AVENUE,1
4139250290,0000000000,,SHERIDAN AVENUE,1
4139250293,0000000000,,SHERIDAN AVENUE,1
4139250294,0000000000,,SHERIDAN AVENUE,1
4139250296,0000000000,,SHERIDAN AVENUE,1
4139250299,0000000000,,SHERIDAN AVENUE,1
4139260001,0000000000,,158 AVENUE,1
4139260011,0000000000,,158 AVENUE,1
4139260025,0000000000,,158 AVENUE,1
4139260075,0000000000,,158 ROAD,1
4139270001,0000000000,,158 ROAD,1
4139270011,0000000000,,158 ROAD,1
4139270035,0000000000,,158 ROAD,1
4139270050,0000000000,,SHORE PARKWAY,1
4139280005,0000000000,,SHORE PARKWAY,1
4139290016,0000000000,,SHORE PARKWAY,1
4139310020,0000000000,,157 AVENUE,1
4139310024,0000000000,,157 AVENUE,1
4139310034,0000000000,,DREW STREET,1
4139310043,0000000000,,DREW STREET,1
4139320060,0000000000,,75 STREET,1
4139320070,0000000000,,75 STREET,1
4139320083,0000000000,,75 STREET,1
4139320089,0000000000,,75 STREET,1
4139330060,0000000000,,157 AVENUE,1
4139330064,0000000000,,157 AVENUE,1
4139330084,0000000000,,76 STREET,1
4139330089,0000000000,,76 STREET,1
4139340060,0000000000,,157 AVENUE,1
4139340080,0000000000,,SHORE PARKWAY,1
4139340096,0000000000,,SHORE PARKWAY,1
4139350060,0000000000,,157 AVENUE,1
4139360060,0000000000,,SHORE PARKWAY,1
4139510116,0000000000,,157 AVENUE,1
4139530046,0000000000,,88 STREET,1
4139550011,0000000000,,91 STREET,1
4139550055,0000000000,,90 STREET,1
4139560011,0000000000,,92 STREET,1
4139700094,0000000000,,158 AVENUE,1
4139710094,0000000000,,158 AVENUE,1
4139710116,0000000000,,91 STREET,1
4139880007,0000000000,,158 AVENUE,1
4139880008,0000000000,,158 AVENUE,1
4139910146,0000000000,,92 STREET,1
4140040087,0000000000,,84 STREET,1
4140050100,0000000000,,160 AVENUE,1
4140060076,0000000000,,86 STREET,1
4140290130,0000000000,,92 STREET,1
4140470068,0000000000,,92 STREET,1
4140480080,0000000000,,CROSS BAY BOULEVARD,1
4140480081,0000000000,,CROSS BAY BOULEVARD,1
4140650024,0000000000,,92 STREET,1
4140650037,0000000000,,91 STREET,1
4140650042,0000000000,,91 STREET,1
4140650118,0000000000,,92 STREET,1
4140650121,0000000000,,92 STREET,1
4140650124,0000000000,,163 AVENUE,1
4140660001,0000000000,,162 AVENUE,1
4140660003,0000000000,,162 AVENUE,1
4140660004,0000000000,,162 AVENUE,1
4140660032,0000000000,,163 AVENUE,1
4140660041,0000000000,,92 STREET,1
4140660045,0000000000,,92 STREET,1
4140660047,0000000000,,92 STREET,1
4140660049,0000000000,,92 STREET,1
4140740081,0000000000,,164 AVENUE,1
4140740090,0000000000,,164 AVENUE,1
4140760137,0000000000,,164 AVENUE,1
4140760142,0000000000,,92 STREET,1
4140760144,0000000000,,92 STREET,1
4140760146,0000000000,,92 STREET,1
4140760147,0000000000,,92 STREET,1
4140760148,0000000000,,92 STREET,1
4140760150,0000000000,,92 STREET,1
4140760155,0000000000,,92 STREET,1
4140760157,0000000000,,92 STREET,1
4140770158,0000000000,,165 AVENUE,1
4140780089,0000000000,,85 STREET,1
4140780107,0000000000,,85 STREET,1
4140790004,0000000000,,164 AVENUE,1
4140790021,0000000000,,86 STREET,1
4140800025,0000000000,,87 STREET,1
4140800028,0000000000,,87 STREET,1
4140810031,0000000000,,165 AVENUE,1
4140840037,0000000000,,165 AVENUE,1
4140850003,0000000000,,164 AVENUE,1
4140850057,0000000000,,91 STREET,1
4140860009,0000000000,,CROSS BAY BOULEVARD,1
4141400100,0000000000,,83 STREET,1
4141420006,,,BRIDGETON STREET,1
4141420054,0000000000,,COHANCY STREET,1
4141430055,0000000000,,100 STREET,1
4141450065,0000000000,,101 STREET,1
4141450078,0000000000,,102 STREET,1
4141470002,0000000000,,102 STREET,1
4141470005,0000000000,,102 STREET,1
4141470009,0000000000,,102 STREET,1
4141470014,0000000000,,102 STREET,1
4141470030,0000000000,,102 STREET,1
4141470095,0000000000,,102 STREET,1
4141480029,0000000000,,94 STREET,1
4141490001,0000000000,,156 AVENUE,1
4141490046,0000000000,,94 STREET,1
4141510016,0000000000,,156 AVENUE,1
4141520082,0000000000,,95 STREET,1
4141520103,0000000000,,95 STREET,1
4141520115,0000000000,,CROSS BAY BOULEVARD,1
4141540027,0000000000,,96 STREET,1
4141540028,0000000000,,96 STREET,1
4141540032,0000000000,,158 AVENUE,1
4141540042,0000000000,,95 STREET,1
4141550054,0000000000,,96 STREET,1
4141580070,0000000000,,97 STREET,1
4141600004,0000000000,,157 AVENUE,1
4141610031,0000000000,100-15,158 AVENUE,1
4141630014,0000000000,,158 AVENUE,1
4141630106,0000000000,,CROSS BAY BOULEVARD,1
4141650001,0000000000,,158 AVENUE,1
4141660050,0000000000,,96 STREET,1
4141720010,0000000000,,,1
4141720201,0000000000,,102 STREET,1
4141730056,0000000000,,95 STREET,1
4141730089,0000000000,,CROSS BAY BOULEVARD,1
4141770027,0000000000,,98 STREET,1
4141820015,0000000000,,159 AVENUE,1
4141820017,0000000000,,159 AVENUE,1
4141820018,0000000000,,159 AVENUE,1
4141820019,0000000000,,159 AVENUE,1
4141820069,0000000000,,160 AVENUE,1
4141820085,0000000000,,159 ROAD,1
4141820086,0000000000,,159 ROAD,1
4141820173,0000000000,,160 AVENUE,1
4141820182,0000000000,102-14,159 DRIVE,1
4141820211,0000000000,,COLEMAN SQUARE,1
4141830013,0000000000,,95 STREET,1
4141830018,0000000000,,95 STREET,1
4141830023,0000000000,,95 STREET,1
4141830095,0000000000,,CROSS BAY BOULEVARD,1
4141830109,0000000000,,CROSS BAY BOULEVARD,1
4141830110,0000000000,,CROSS BAY BOULEVARD,1
4141860022,0000000000,,97 STREET,1
4141860023,0000000000,,97 STREET,1
4141870023,0000000000,,98 STREET,1
4141930005,0000000000,,161 AVENUE,1
4141930037,0000000000,,162 AVENUE,1
4141930043,0000000000,,97 STREET,1
4141950004,0000000000,,CROSS BAY BOULEVARD,1
4141950005,0000000000,,CROSS BAY BOULEVARD,1
4141950099,0000000000,162-01A,CROSS BAY BOULEVARD,1
4141990029,0000000000,162-46,98 STREET,1
4142010071,0000000000,,CROSS BAY BOULEVARD,1
4142010072,0000000000,,CROSS BAY BOULEVARD,1
4142010074,0000000000,,CROSS BAY BOULEVARD,1
4142010076,0000000000,,CROSS BAY BOULEVARD,1
4142010081,0000000000,,CROSS BAY BOULEVARD,1
4142050005,0000000000,,163 AVENUE,1
4142050032,0000000000,,164 AVENUE,1
4142060037,0000000000,,164 AVENUE,1
4142070072,0000000000,,95 STREET,1
4142100053,0000000000,,96 STREET,1
4142110018,0000000000,164-28,98 STREET,1
4142130100,0000000000,,CROSS BAY BOULEVARD,1
4142141800,0000000000,,165 AVENUE,1
4142250040,0000000000,,102 STREET,1
4142250041,0000000000,,102 STREET,1
4142250130,0000000000,,CHURCH STREET,1
4142250131,0000000000,,CHURCH STREET,1
4142250137,0000000000,,CHURCH STREET,1
4142250138,0000000000,,VAN DER LINN STREET,1
4142250139,0000000000,,CHURCH STREET,1
4142250176,0000000000,,CHURCH STREET,1
4142250178,0000000000,,VAN DER LINN STREET,1
4142250180,0000000000,,VAN DER LINN STREET,1
4142250182,0000000000,,VAN DER LINN STREET,1
4142250184,0000000000,,VAN DER LINN STREET,1
4142250187,0000000000,,VAN DER LINN STREET,1
4142250198,0000000000,,HAWTREE BASIN,1
4142250251,0000000000,,99 STREET,1
4142250259,0000000000,,99 STREET,1
4142280062,0000000000,,102 STREET,1
4142280147,0000000000,,CHURCH STREET,1
4142280148,0000000000,,CHURCH STREET,1
4142280153,0000000000,,CHURCH STREET,1
4142280158,0000000000,,CHURCH STREET,1
4142280160,0000000000,,CHURCH STREET,1
4142280162,0000000000,,BAYVIEW AVENUE,1
4142280163,0000000000,,BAYVIEW AVENUE,1
4142280164,0000000000,,BAYVIEW AVENUE,1
4142280165,0000000000,,BAYVIEW AVENUE,1
